MSV,Ma_Mon_Hoc_rieng,So_luong_mon_rieng,Ma_Mon_chung,So_luong_lop_trung
21005586,"['GEO1050', 'GLO2038', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100', 'POL1001']",14,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21005595,"['BIO2202', 'CHE1081', 'HIS1056', 'MAT1101', 'PHY1103', 'PHY1104']",6,['PHY1104'],7
21005622,"['PHY1020 CTĐB', 'PHY1070', 'PHY1106 QTL', 'PHY1108 QTL', 'PHY1113 TNL', 'PHY2302E QTL']",6,['PHY1070'],1
21005634,"['HIS1056', 'PHY1020 CTĐB', 'PHY1070', 'PHY1106 QTL', 'PHY1108 QTL', 'PHY1113', 'PHY2302E QTL']",7,['PHY1070'],1
21005652,"['GEO1050', 'GLO2038', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100', 'POL1001']",14,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21005667,"['GEO1050', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",7,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
21005725,"['BIO2202', 'CHE1081', 'HIS1056', 'MAT1101', 'PHI1002', 'PHI1006', 'PHY1103']",7,['PHI1006'],9
21005745,"['GEO1050', 'GLO2038', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100', 'POL1001']",14,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21005811,"['MAT2301', 'MAT2303', 'PHI1002', 'PHI1006', 'PHY1020 CTĐB', 'PHY1070', 'PHY1100', 'PHY1106 QTL', 'PHY1108 QTL', 'PHY2302E QTL']",10,"['PHI1006', 'PHY1070']",10
21005860,"['HIS1056', 'MAT1092', 'MAT1101', 'PHI1002', 'PHY1103', 'PHY1104']",6,['PHY1104'],7
21005890,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'CHE2110E TTH', 'CHE2113 TTH', 'MAT1092 TTH', 'PHI1002', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",17,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
21005893,"['PHI1002', 'PHY1020 CTĐB', 'PHY1070', 'PHY1113', 'PHY2064 TNL']",5,['PHY1070'],1
21005954,"['BIO3201', 'CHE1057', 'HIS1056', 'MAT1091', 'PHY1103', 'PHY1104']",6,['PHY1104'],7
21005963,"['GLO2038', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100']",12,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21005982,"['BIO2045E CLCCNS', 'BIO2403E CLCCNS', 'BIO3178 CLCCNS', 'CHE1081 CLCCNS', 'CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'GEO1050', 'MAT1092 TTH', 'MAT1192 CLCCNS', 'PHI1002', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",21,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
21006062,"['MAT1092', 'MAT1101', 'PHI1002', 'PHY1103', 'PHY1104']",5,['PHY1104'],7
21006069,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'HIS1056', 'MAT1092', 'MAT1101', 'MAT2411E CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3373E CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'PHY1103', 'POL1001']",13,"['CHE1054', 'CHE1054 CLCHD']",9
21006074,"['HIS1001', 'HIS1056', 'MAT1092', 'MAT1101', 'MAT2318', 'PHI1002', 'PHY1020', 'PHY1103', 'PHY1104', 'PHY1108', 'PHY2302']",11,['PHY1104'],7
21006115,"['GEO1050', 'GLO2038', 'MAT1076', 'MAT1101', 'MAT1192', 'MAT2301', 'MAT2303', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100']",16,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21006156,"['CHE1052 CLCHD', 'GEO1050', 'HIS1056', 'MAT1092 CLCCNH', 'MAT2301', 'MAT2303', 'PHY1103 CLCMTKHTT']",7,['GEO1050'],1
21006166,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'GEO1050', 'MAT1092 TTH', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",15,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
21006180,"['GLO2038', 'HIS1056', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100']",13,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21006231,"['GEO3209', 'GEO3210', 'HIS1056', 'MAT1091', 'PHI1002']",5,['GEO3210'],1
21006243,"['GLO2038', 'HIS1056', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100E CLCCNKTMT']",12,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21006249,"['GEO1050', 'GLO2038', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100']",13,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21006257,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'CHE2118E TTH', 'CHE2119 TNH', 'CHE2119 TTH', 'CHE2120E TTH', 'MAT1092 TTH', 'PHY1020']",15,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH']",14
21006304,"['HIS1056', 'MAT1092', 'MAT1101', 'PHI1002', 'PHY1103', 'PHY1104']",6,['PHY1104'],7
21006330,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'HIS1056', 'MAT1092 TTH', 'PHI1002', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",16,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
21006354,"['GEO1050', 'GLO2038', 'HIS1056', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100']",13,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21006372,"['CHE1080', 'GEO3209', 'GEO3210', 'MAT1091']",4,['GEO3210'],1
21006415,"['CHE1081', 'HIS1056', 'MAT1101', 'PHI1002', 'PHI1006', 'PHY1103', 'PHY1104']",7,"['PHI1006', 'PHY1104']",16
21006453,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'CHE2110E TTH', 'CHE2113 TTH', 'PHI1002', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",16,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
21006516,"['BIO2202', 'CHE1081', 'HIS1056', 'MAT1101', 'PHI1002', 'PHI1006', 'PHY1103']",7,['PHI1006'],9
21006522,"['BIO2045E CLCCNS', 'BIO2400E CLCCNS', 'BIO2403E CLCCNS', 'BIO3178 CLCCNS', 'BIO3302E CLCCNS', 'CHE1081 CLCCNS', 'GEO2300', 'GEO3237', 'GEO3249', 'MAT1091', 'MAT1192 CLCCNS', 'PHY1020 CTĐB', 'PHY1070', 'PHY1100', 'PHY1103']",15,['PHY1070'],1
21006526,"['GEO1050', 'HMO3204', 'MAT1092', 'MAT2301', 'MAT2303', 'PHY1103']",6,['GEO1050'],1
21006552,"['GLO2038', 'GLO2099', 'GLO2100 CLCĐC', 'GLO3070', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100', 'PHY1103']",16,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21006555,"['PHY1012 TNL', 'PHY1020 CTĐB', 'PHY1070', 'PHY1113', 'PHY2302 TNL', 'PHY2303 TNL']",6,['PHY1070'],1
21006599,"['GLO2038', 'GLO2099', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100']",13,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21006607,"['HIS1056', 'MAT2301', 'MAT2303', 'PHY1020 CTĐB', 'PHY1070', 'PHY1106 QTL', 'PHY1108 QTL', 'PHY2302E QTL', 'POL1001']",9,"['HIS1056', 'PHY1070']",2
21006612,"['CHE1080', 'GEO2300', 'MAT1091', 'MAT2301', 'MAT2303', 'PHY1020', 'PHY1100', 'PHY1103']",8,['PHY1100'],1
21006651,"['GEO1050', 'HIS1056', 'MAT1076', 'MAT2301', 'MAT2303', 'PHY1020', 'POL1001']",7,"['MAT2301', 'MAT2303']",2
21006672,"['GLO2038', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHI1002', 'PHY1100']",13,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21006677,"['GEO1050', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",7,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
21006753,"['GEO1050', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT', 'PHY1100']",8,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
21006845,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'HIS1056', 'MAT1092', 'PHI1002', 'PHY1103']",8,"['CHE1054', 'CHE1054 CLCHD']",9
21006850,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'HIS1056', 'MAT1092 TTH', 'PHI1002', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",16,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
21006856,"['BIO2045E CLCCNS', 'BIO3178 CLCCNS', 'BIO3302E CLCCNS', 'CHE1081 CLCCNS', 'CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'GEO1050', 'HIS1056', 'MAT1092 TTH', 'MAT1192 CLCCNS', 'PHI1002', 'PHY1108', 'PHY1113', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL', 'PHY2302']",25,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
21006949,"['GEO3209', 'GEO3210', 'HIS1056', 'MAT1091']",4,['GEO3210'],1
21007023,"['GEO2300', 'GEO2304', 'GEO2313', 'GEO2404', 'GEO2405', 'GEO3000', 'GEO3402', 'PHY1020 CTĐB', 'PHY1070']",9,['PHY1070'],1
21007034,"['MAT1092', 'MAT1101', 'PHI1002', 'PHY1103', 'PHY1104']",5,['PHY1104'],7
21007053,"['MAT2318', 'PHI1002', 'PHY1020 CTĐB', 'PHY1070', 'PHY1108', 'PHY2302']",6,['PHY1070'],1
21007108,"['GEO2300', 'GEO3237', 'GEO3249', 'HIS1056', 'MAT1091', 'PHI1002', 'PHI1006', 'PHY1100']",8,['PHI1006'],9
21007123,"['CHE1052 CLCCNH', 'HIS1056', 'MAT1092', 'MAT1101', 'PHI1002', 'PHI1006', 'PHY1103']",7,['PHI1006'],9
21007144,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'CHE2118E TTH', 'CHE2119 TNH', 'CHE2119 TTH', 'MAT1092 TTH', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",17,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
21007155,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'HIS1001', 'MAT1092', 'PHY1161 CTĐB']",12,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH']",14
21007201,"['CHE1080', 'GEO3209', 'GEO3210', 'MAT1091', 'PHI1002']",5,['GEO3210'],1
21007246,"['GEO1050', 'GLO2038', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100', 'POL1001']",14,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21007301,"['CHE1080', 'GEO3209', 'GEO3210', 'MAT1091']",4,['GEO3210'],1
21007310,"['MAT2303', 'MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317', 'PHY1100']",6,['MAT2317'],1
21007322,"['BIO2202', 'CHE1081', 'GEO1050', 'GLO2038', 'HIS1056', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHI1002', 'PHY1100', 'PHY1103']",18,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21007330,"['GLO2038', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100']",12,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21007390,"['CHE1081', 'EVS2302', 'EVS3245', 'MAT1092', 'PHI1002', 'PHI1006', 'PHY1100']",7,['PHI1006'],9
21007402,"['BIO2045E CLCCNS', 'BIO2403E CLCCNS', 'BIO3178 CLCCNS', 'CHE1081 CLCCNS', 'MAT1192 CLCCNS', 'PHY1020 CTĐB', 'PHY1070', 'PHY1106 QTL', 'PHY1108 QTL', 'PHY1113', 'PHY2302E QTL']",11,['PHY1070'],1
21007411,"['GEO1050', 'GEO2059', 'GLO2038', 'MAT1101', 'MAT1192', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",11,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
21007419,"['GEO1050', 'GLO2038', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100', 'POL1001']",14,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21007424,"['HIS1056', 'MAT2301', 'MAT2303', 'PHI1002', 'PHI1006', 'PHY1100']",6,['PHI1006'],9
21007437,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'CHE2110E TTH', 'CHE2113 TTH', 'MAT1092 TTH', 'PHI1002', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",17,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
21007448,"['GEO1050', 'GLO2038', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100', 'POL1001']",14,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21007620,"['HIS1056', 'PHY1020', 'PHY1020 CTĐB', 'PHY1070', 'PHY1108', 'PHY1113', 'PHY2302', 'PHY2302 TNL', 'PHY2303 TNL']",9,['PHY1070'],1
21007670,"['MAT2502', 'MAT3500', 'PHY1100', 'PHY1103', 'PHY1104']",5,['PHY1104'],7
21007682,"['CHE1081', 'EVS2302 CTĐB', 'EVS2307', 'EVS3402 CTĐB', 'EVS3403', 'MAT1092 CLCHD', 'PHI1002', 'PHY1020 CTĐB', 'PHY1070', 'PHY1100E CLCCNKTMT']",10,['PHY1070'],1
21007714,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'HIS1056', 'MAT1092', 'PHI1002', 'PHY1103']",8,"['CHE1054', 'CHE1054 CLCHD']",9
21007722,"['GEO1050', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT', 'PHI1002']",8,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
21007723,"['BIO2202', 'CHE1081', 'EVS2302 CTĐB', 'EVS2307', 'EVS3402 CTĐB', 'EVS3403', 'HIS1056', 'MAT1092', 'MAT1101', 'PHI1002', 'PHY1100E CLCCNKTMT', 'PHY1103']",12,['CHE1081'],1
21007758,"['GEO1050', 'HIS1001', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT', 'PHY1100', 'POL1001']",10,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
21007885,"['CHE1052 CLCHD', 'GEO1050', 'HIS1001', 'HIS1056', 'MAT1092', 'MAT1092 CLCCNH', 'MAT1101', 'PHI1002', 'PHY1103', 'PHY1103 CLCMTKHTT', 'POL1001']",11,['HIS1056'],1
21008032,"['CHE1052 CLCHD', 'CHE1080', 'GEO1050', 'GEO3209', 'GEO3210', 'HIS1001', 'HIS1056', 'MAT1091', 'MAT1092 CLCCNH', 'PHY1103 CLCMTKHTT']",10,['GEO3210'],1
21008047,"['CHE1081', 'EVS2302 CTĐB', 'EVS2307', 'EVS3402 CTĐB', 'EVS3403', 'MAT1092', 'PHI1002', 'PHI1006', 'PHY1100E CLCCNKTMT']",9,['PHI1006'],9
21008073,"['GEO1050', 'GLO2038', 'HIS1056', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100']",14,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21008082,"['CHE1052 CLCHD', 'CHE2030E CLCHD', 'CHE2061 CLCHD', 'CHE2102 CTĐB', 'HIS1056', 'MAT1092 CLCHD', 'PHY1103 CLCHD']",7,['CHE2061 CLCHD'],4
21008097,"['PHY1012 TNL', 'PHY1020 CTĐB', 'PHY1070', 'PHY1113 TNL', 'PHY2302 TNL', 'PHY2303 TNL']",6,['PHY1070'],1
21008129,"['HIS1001', 'HIS1056', 'MAT1092', 'MAT1101', 'MAT2502', 'MAT3500', 'PHI1002', 'PHY1020', 'PHY1100', 'PHY1103', 'PHY1104']",11,['PHY1104'],7
21008172,"['BIO2045E CLCCNS', 'BIO2800 CLCCNS', 'BIO3302E CLCCNS', 'CHE1081 CLCCNS', 'MAT1192 CLCCNS', 'PHI1002', 'PHI1006']",7,['PHI1006'],9
21008190,"['GEO1050', 'HIS1001', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT', 'PHY1100']",9,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
21008197,"['CHE1081', 'EVS2302', 'HIS1056', 'MAT1092', 'PHI1002', 'PHI1006', 'PHY1100']",7,['PHI1006'],9
21008199,"['CHE1080', 'GEO2300', 'GEO3237', 'GEO3249', 'HIS1056', 'MAT1091', 'MAT1101', 'PHY1020', 'PHY1100', 'PHY1108', 'PHY2302']",11,"['GEO2300', 'MAT1091', 'PHY1100']",3
21008231,"['BIO3201', 'CHE1057', 'GEO2300', 'GEO2400', 'GEO2404', 'GEO2405', 'GEO3000', 'GEO3402', 'HIS1056', 'MAT1091', 'PHY1103']",11,['MAT1091'],1
21008248,"['GEO1050', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100']",12,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21008288,"['BIO2202', 'CHE1081', 'HIS1056', 'MAT1101', 'PHI1002', 'PHI1006', 'PHY1103']",7,['PHI1006'],9
21008377,"['GEO1050', 'GLO2038', 'HIS1056', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100']",14,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21008432,"['PHI1002', 'PHY1020 CTĐB', 'PHY1070', 'PHY1106 QTL', 'PHY1108 QTL', 'PHY1113 TNL', 'PHY2004 QTL', 'PHY2302E QTL']",8,['PHY1070'],1
21008574,"['MAT1076', 'MAT2303 TNT', 'MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317', 'MAT2321 TNT', 'MAT3300']",8,['MAT2317'],1
21008600,"['BIO2202', 'CHE1081', 'EVS2302 CTĐB', 'EVS2307', 'EVS3402 CTĐB', 'EVS3403', 'HIS1056', 'MAT1092', 'MAT1101', 'PHY1020', 'PHY1100E CLCCNKTMT', 'PHY1103']",12,['CHE1081'],1
21008624,"['CHE1083', 'MAT1092', 'MAT1101', 'PHI1002', 'PHY1103', 'PHY1104']",6,['PHY1104'],7
21008646,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'HIS1001', 'HIS1056', 'MAT1092 TTH', 'PHI1002', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",17,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
21008653,"['BIO2202', 'CHE1081', 'HIS1056', 'MAT1101', 'PHI1002', 'PHI1006', 'PHY1103']",7,['PHI1006'],9
21008671,"['GEO2300', 'GEO3237', 'GEO3249', 'HIS1056', 'MAT1091', 'PHI1002', 'PHI1006', 'PHY1100']",8,['PHI1006'],9
21008720,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'HIS1056', 'MAT1092 TTH', 'PHI1002', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",16,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
21008754,"['BIO2045E CLCCNS', 'BIO2403E CLCCNS', 'BIO3178 CLCCNS', 'CHE1081 CLCCNS', 'MAT1192', 'PHI1002', 'PHI1006']",7,['PHI1006'],9
21008798,"['GLO2038', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100']",12,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21008860,"['GLO2038', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHI1002', 'PHI1006', 'PHY1100']",14,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHI1006']",52
21008930,"['GEO1050', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",7,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
21008946,"['GEO1050', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",7,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
21008947,"['PHY1020 CTĐB', 'PHY1070', 'PHY1108', 'PHY1113', 'PHY2302']",5,['PHY1070'],1
21009009,"['HIS1056', 'MAT1091', 'PHI1002', 'PHI1006']",4,['PHI1006'],9
