MSV,Ma_Mon_Hoc_rieng,So_luong_mon_rieng,Ma_Mon_chung,So_luong_lop_trung
19006272,"['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2218', 'BIO2218 CLCCNS', 'BIO2218E QTS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3001', 'BIO3302E CLCCNS', 'BIO3802E CLCCNS', 'PHY1103']",11,"['BIO2218 CLCCNS', 'BIO2218']",11
19006303,"['GLO3122', 'GLO3157', 'GLO3158', 'GLO3198', 'GLO3227', 'GLO3228', 'GLO3229', 'GLO3230', 'GLO4058', 'GLO4059', 'MAT1101', 'PHI1002']",12,['GLO3157'],1
19006323,"['GEO1050', 'HIS1001', 'MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533']",7,['MAT3532 CLCMTKHTT'],3
19006330,"['EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073', 'MAT1092']",9,"['EVS3240', 'EVS3331']",5
19006354,"['GEO2320', 'GEO3265', 'GEO3269', 'GEO3270', 'GEO3276', 'GEO3293', 'MAT1090', 'PHI1002', 'PHI1006']",9,['PHI1006'],9
19006391,"['EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073']",8,"['EVS3240', 'EVS3331']",5
19006452,"['PHY2064E QTL', 'PHY2166 TNL', 'PHY2306E QTL', 'PHY2307', 'PHY2307 TNL', 'PHY2308 QTL', 'PHY2309', 'PHY2309 TNL', 'PHY3508E QTL', 'PHY3509 TNL', 'PHY3603 TNL', 'PHY3608E QTL']",12,"['PHY2307', 'PHY2309']",16
19006453,"['GLO3122', 'GLO3157', 'GLO3158', 'GLO3198', 'GLO3227', 'GLO3228', 'GLO3229', 'GLO3230', 'GLO4058', 'GLO4059', 'PHY1103']",11,['GLO3157'],1
19006490,"['CHE1048 CLCCNH', 'CHE1067 CLCHD', 'CHE2030E CLCHD', 'CHE2061 CLCHD', 'CHE2102 CTĐB', 'CHE3283 CLCHD']",6,['CHE2061 CLCHD'],4
19006493,"['CHE1048', 'CHE2030E CLCHD', 'CHE2061 CLCHD', 'CHE2102 CTĐB', 'CHE3283 CLCHD', 'CHE3286', 'CHE3286 CLCCNH', 'CHE3286 CLCHD']",8,"['CHE2061 CLCHD', 'CHE3286']",5
19006537,"['CHE1075', 'CHE1084', 'CHE1085', 'CHE1090']",4,['CHE1085'],2
19006590,"['CHE2130E TTH', 'CHE2145E TTH', 'CHE2147E CLCHD', 'CHE2147E TTH', 'CHE3212 TTH', 'CHE3220 CTĐB', 'CHE3226 TTH', 'CHE3248 TNH', 'MAT1192 QTS']",9,['CHE2147E CLCHD'],1
19006596,"['BIO2504 TNS', 'BIO2514 CLCCNS', 'BIO3377 TNS', 'BIO3504 TNS', 'CHE1048 CLCCNH', 'CHE1052 CLCCNH', 'CHE3045E CLCCNH', 'CHE3211 CTĐB', 'CHE3253 CLCCNH', 'CHE3254 CLCCNH', 'MAT1101', 'PHI1002', 'PHY1103 CLCCNH']",13,['BIO2514 CLCCNS'],1
19006598,"['CHE1084', 'CHE1085', 'CHE1090', 'MAT1101']",4,['CHE1085'],2
19006607,"['PHY2064E QTL', 'PHY2166 TNL', 'PHY2306E QTL', 'PHY2307', 'PHY2307 TNL', 'PHY2308 QTL', 'PHY2309', 'PHY2309 TNL', 'PHY3508E QTL', 'PHY3509 TNL', 'PHY3603 TNL', 'PHY3608E QTL']",12,"['PHY2307', 'PHY2309']",16
19006634,"['MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533']",5,['MAT3532 CLCMTKHTT'],3
19006651,"['PHY2302', 'PHY3167', 'PHY3176', 'PHY3302']",4,"['PHY3167', 'PHY3176', 'PHY3302']",3
19006682,"['HIS1001', 'MAT2034', 'MAT2403', 'MAT3373', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT']",7,['MAT3532 CLCMTKHTT'],3
19006693,"['PHY2064E QTL', 'PHY2166 TNL', 'PHY2306E QTL', 'PHY2307', 'PHY2307 TNL', 'PHY2308 QTL', 'PHY2309', 'PHY2309 TNL', 'PHY3508E QTL', 'PHY3509 TNL', 'PHY3603 TNL', 'PHY3608E QTL', 'POL1001']",13,"['PHY2307', 'PHY2309']",16
19006721,"['PHY2304E QTL', 'PHY2306E QTL', 'PHY2307', 'PHY2307 TNL', 'PHY2308 QTL', 'PHY2309', 'PHY2309 TNL', 'PHY3508E QTL', 'PHY3509 TNL', 'PHY3603 TNL', 'PHY3608E QTL']",11,"['PHY2307', 'PHY2309']",16
19006752,"['CHE1067 CLCHD', 'CHE2030E CLCHD', 'CHE2061 CLCHD', 'CHE2102 CTĐB', 'CHE3283 CLCHD', 'CHE3286', 'CHE3286 CLCCNH', 'CHE3286 CLCHD']",8,"['CHE2061 CLCHD', 'CHE3286']",5
19006753,"['E363 TTKHMT', 'E455 TTKHMT', 'E476 TTKHMT', 'K300 TTKHMT', 'MAT1060', 'PHI1002']",6,['MAT1060'],4
19006845,"['CHE1067 CLCHD', 'CHE2030E CLCHD', 'CHE2061 CLCHD', 'CHE2102 CTĐB', 'CHE3283 CLCHD', 'CHE3286', 'CHE3286 CLCCNH', 'CHE3286 CLCHD', 'PHI1002']",9,"['CHE2061 CLCHD', 'CHE3286']",5
19006850,"['CHE1081', 'EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3287', 'EVS3331', 'EVS4073 CLCCNKTMT', 'EVS4074', 'EVS4075', 'EVS4085', 'FLF1107']",12,"['EVS3240', 'EVS3331', 'FLF1107']",8
19006856,"['CHE1075', 'CHE1079', 'CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD', 'CHE2021', 'CHE3253', 'CHE3254', 'EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073']",17,"['CHE2019', 'CHE2019 CLCCNH', 'EVS3240', 'EVS3331']",7
19006876,"['CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD', 'CHE2021', 'CHE3253', 'CHE3254', 'MAT1091', 'PHI1002']",9,"['CHE2019', 'CHE2019 CLCCNH']",2
19006908,"['CHE1081', 'EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073', 'PHI1002', 'POL1001']",11,"['EVS3240', 'EVS3331']",5
19006910,"['MAT2034', 'MAT3373', 'MAT3525', 'MAT3532 CLCMTKHTT', 'PHI1002']",5,['MAT3532 CLCMTKHTT'],3
19006923,"['HIS1001', 'MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533']",6,['MAT3532 CLCMTKHTT'],3
19006930,"['CHE2130E TTH', 'CHE2145E TTH', 'CHE2147E CLCHD', 'CHE2147E TTH', 'CHE3212 TTH', 'CHE3220 CTĐB', 'CHE3226 TTH', 'CHE3248 TNH']",8,['CHE2147E CLCHD'],1
19006950,"['BIO2089 TNS', 'BIO2504 TNS', 'BIO2514 CLCCNS', 'BIO3257 TNS', 'BIO3377 TNS', 'BIO3701 TNS', 'POL1001']",7,['BIO2514 CLCCNS'],1
19007046,"['MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533', 'PHY1100', 'POL1001']",7,['MAT3532 CLCMTKHTT'],3
19007049,"['HIS1001', 'MAT2034', 'MAT2403', 'MAT3373', 'MAT3452', 'PHY2004', 'PHY3163', 'PHY3508', 'PHY3606']",9,['HIS1001'],1
19007053,"['MAT2411E CLCMTKHTT', 'MAT3373E CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT', 'MAT3533']",7,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
19007060,"['CHE1075', 'CHE1084', 'CHE1085', 'POL1001']",4,['CHE1085'],2
19007103,"['MAT2034', 'MAT2403', 'MAT3373', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533']",6,['MAT3532 CLCMTKHTT'],3
19007115,"['BIO2089 TNS', 'BIO2504 TNS', 'BIO2514 CLCCNS', 'BIO3257 TNS', 'BIO3377 TNS', 'BIO3701 TNS']",6,['BIO2514 CLCCNS'],1
19007155,"['EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073', 'PHY1100', 'POL1001']",10,"['EVS3240', 'EVS3331']",5
19007249,"['HIS1001', 'MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533']",6,['MAT3532 CLCMTKHTT'],3
19007255,"['MAT2411E CLCMTKHTT', 'MAT3373E CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT', 'MAT3533']",7,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
19007285,"['BIO2089 TNS', 'BIO2504 TNS', 'BIO2514 CLCCNS', 'BIO3257 TNS', 'BIO3377 TNS', 'BIO3701 TNS']",6,['BIO2514 CLCCNS'],1
19007293,"['CHE1084', 'CHE1085']",2,['CHE1085'],2
19007307,"['GLO3122', 'GLO3157', 'GLO3158', 'GLO3198', 'GLO3227', 'GLO3228', 'GLO3229', 'GLO3230', 'GLO4058', 'GLO4059', 'MAT1091']",11,['GLO3157'],1
19007345,"['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3302E CLCCNS', 'BIO3802E CLCCNS', 'MAT3373', 'MAT3452', 'MAT3539', 'MAT3544', 'PHI1002']",11,['MAT3544'],1
19007393,"['MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533']",5,['MAT3532 CLCMTKHTT'],3
19007410,"['MAT2301', 'MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT']",5,['MAT3532 CLCMTKHTT'],3
19007437,"['EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073']",8,"['EVS3240', 'EVS3331']",5
19007493,"['CHE1079', 'CHE1084', 'CHE1085']",3,['CHE1085'],2
19007535,"['CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD', 'CHE3045', 'CHE3253', 'CHE3254', 'PHI1002', 'PHY1100']",9,"['CHE2019', 'CHE2019 CLCCNH']",2
19007556,"['CHE2130E TTH', 'CHE2145E TTH', 'CHE2147E CLCHD', 'CHE2147E TTH', 'CHE3212 TTH', 'CHE3220 CTĐB', 'CHE3226 TTH', 'CHE3248 TNH', 'MAT1092 TTH', 'MAT1101']",10,['CHE2147E CLCHD'],1
19007575,"['CHE2118E TTH', 'CHE2119 TNH', 'CHE2119 TTH', 'CHE2130E TTH', 'CHE2145E TTH', 'CHE2147E CLCHD', 'CHE2147E TTH', 'CHE3212 TTH', 'CHE3220 CTĐB', 'CHE3226 TTH', 'CHE3248 TNH', 'MAT1092 TTH']",12,['CHE2147E CLCHD'],1
19007596,"['EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073', 'PHI1002']",9,"['EVS3240', 'EVS3331']",5
19007620,"['CHE1084', 'CHE1085', 'CHE1090', 'CHE2114']",4,"['CHE1084', 'CHE1085']",6
19007635,"['MAT2407', 'MAT3452', 'MAT3539', 'MAT3544']",4,['MAT3544'],1
19007657,"['BIO2088', 'BIO2220', 'BIO2223', 'BIO2223 TNS', 'BIO2224 TNS', 'BIO2400 CLCCNS', 'BIO3302', 'BIO3303', 'BIO3304']",9,['BIO2400 CLCCNS'],1
19007660,"['HIS1001', 'MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533']",6,['MAT3532 CLCMTKHTT'],3
19007714,"['CHE1048 CLCCNH', 'CHE1067 CLCHD', 'CHE2030E CLCHD', 'CHE2061 CLCHD', 'CHE2102 CTĐB', 'CHE3283 CLCHD']",6,['CHE2061 CLCHD'],4
19007720,"['CHE1075', 'CHE1084', 'CHE1085']",3,['CHE1085'],2
19007753,"['MAT3373', 'MAT3539', 'MAT3544']",3,['MAT3544'],1
19007758,"['CHE1081', 'EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073', 'POL1001']",10,"['EVS3240', 'EVS3331']",5
19007784,"['CHE1084', 'CHE1085', 'GEO1050']",3,['CHE1085'],2
19007794,"['MAT2407', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533']",4,['MAT3532 CLCMTKHTT'],3
19007796,"['CHE1067 CLCHD', 'CHE2030E CLCHD', 'CHE2061 CLCHD', 'CHE2102 CTĐB', 'CHE3283 CLCHD', 'CHE3286', 'CHE3286 CLCCNH', 'CHE3286 CLCHD']",8,"['CHE2061 CLCHD', 'CHE3286']",5
19007835,"['CHE1048', 'CHE1084', 'CHE1085', 'HIS1001', 'MAT2407', 'PHY1103', 'POL1001']",7,['CHE1085'],2
19007870,"['CHE1048', 'CHE1084', 'CHE1085', 'MAT1091', 'MAT1101', 'PHY1100']",6,['CHE1085'],2
19007893,"['CHE1075', 'CHE1084', 'CHE1085', 'POL1001']",4,['CHE1085'],2
19007931,"['CHE1075', 'CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD', 'CHE2021', 'CHE3045', 'CHE3253', 'CHE3254']",9,"['CHE2019', 'CHE2019 CLCCNH']",2
19007948,"['PHY2064E QTL', 'PHY2166 TNL', 'PHY2306E QTL', 'PHY2307', 'PHY2307 TNL', 'PHY2308 QTL', 'PHY2309', 'PHY2309 TNL', 'PHY3508E QTL', 'PHY3509 TNL', 'PHY3603 TNL', 'PHY3608E QTL']",12,"['PHY2307', 'PHY2309']",16
19007956,"['MAT2403 CLCMTKHTT', 'MAT2411E CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT', 'MAT3517E CLCMTKHTT', 'PHI1002']",8,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
19007981,"['CHE2130E TTH', 'CHE2145E TTH', 'CHE2147E CLCHD', 'CHE2147E TTH', 'CHE3212 TTH', 'CHE3220 CTĐB', 'CHE3226 TTH', 'CHE3248 TNH', 'MAT1092 TTH', 'MAT1101']",10,['CHE2147E CLCHD'],1
19007999,"['MAT2403', 'MAT3373', 'MAT3507', 'MAT3539', 'MAT3544']",5,['MAT3544'],1
19008012,"['CHE1048', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD', 'CHE3045', 'CHE3253', 'CHE3254']",13,"['CHE1054', 'CHE1054 CLCHD', 'CHE2019', 'CHE2019 CLCCNH']",11
19008035,"['GLO3122', 'GLO3157', 'GLO3158', 'GLO3198', 'GLO3227', 'GLO3229', 'GLO3230', 'GLO4058', 'GLO4059', 'MAT1091']",10,['GLO3157'],1
19008037,"['MAT2034', 'MAT3373', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'PHI1002', 'PHY1100']",7,['MAT3532 CLCMTKHTT'],3
19008053,"['HIS1001', 'MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533']",6,['MAT3532 CLCMTKHTT'],3
19008054,"['BIO2088', 'BIO2201', 'BIO2203', 'BIO2220', 'BIO2223', 'BIO2223 TNS', 'BIO2224 TNS', 'BIO2400 CLCCNS', 'BIO3303', 'BIO3304', 'PHI1002', 'PHI1006']",12,"['BIO2400 CLCCNS', 'PHI1006']",10
19008064,"['BIO2088', 'BIO2220', 'BIO3302', 'BIO3303', 'BIO3304', 'PHI1002', 'PHI1006']",7,['PHI1006'],9
19008097,"['CHE1084', 'CHE1085', 'CHE1090', 'CHE1091', 'MAT1092']",5,['CHE1085'],2
19008112,"['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2218', 'BIO2218 CLCCNS', 'BIO2218E QTS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3001', 'BIO3302E CLCCNS', 'BIO3802E CLCCNS', 'HIS1001']",11,"['BIO2218 CLCCNS', 'BIO2218']",11
19008142,"['CHE1084', 'CHE1085', 'MAT1092', 'PHI1002', 'PHY1103']",5,['CHE1085'],2
19008166,"['CHE1052 CLCHD', 'CHE2030E CLCHD', 'CHE2061 CLCHD', 'CHE2102 CTĐB', 'CHE3283 CLCHD', 'CHE3286', 'CHE3286 CLCCNH', 'CHE3286 CLCHD', 'HIS1001', 'MAT1091']",10,"['CHE2061 CLCHD', 'CHE3286']",5
19008182,"['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3302E CLCCNS', 'BIO3701 TNS', 'BIO3802E CLCCNS', 'HIS1001', 'PHI1002']",9,"['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3302E CLCCNS', 'BIO3802E CLCCNS']",6
19008190,"['E363 TTKHMT', 'E455 TTKHMT', 'E476 TTKHMT', 'K300 TTKHMT', 'MAT1060']",5,['MAT1060'],4
19008216,"['CHE1075', 'CHE1084', 'CHE1085']",3,['CHE1085'],2
19008231,"['CHE1067 CLCHD', 'CHE2030E CLCHD', 'CHE2061 CLCHD', 'CHE2102 CTĐB', 'CHE3283 CLCHD', 'CHE3286', 'CHE3286 CLCCNH', 'CHE3286 CLCHD']",8,"['CHE2061 CLCHD', 'CHE3286']",5
19008248,"['CHE1080', 'GEO1050', 'GEO2320', 'GEO3265', 'GEO3269', 'GEO3270', 'GEO3276', 'GEO3293', 'GEO3305', 'HIS1056', 'MAT2403', 'MAT2411E CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT', 'POL1001']",17,"['HIS1056', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",6
19008258,"['CHE1084', 'CHE1085', 'CHE3045', 'POL1001']",4,['CHE1085'],2
19008261,"['CHE1048 CLCCNH', 'CHE1067 CLCHD', 'CHE2030E CLCHD', 'CHE2061 CLCHD', 'CHE2102 CTĐB', 'CHE3283 CLCHD']",6,['CHE2061 CLCHD'],4
19008271,"['BIO2088', 'BIO2220', 'BIO2223', 'BIO2223 TNS', 'BIO2224 TNS', 'BIO2400 CLCCNS', 'BIO3302', 'BIO3303', 'BIO3304']",9,['BIO2400 CLCCNS'],1
19008272,"['GLO2038', 'GLO3122', 'GLO3157', 'GLO3158', 'GLO3228', 'GLO3229', 'GLO3230', 'GLO4058', 'GLO4059', 'POL1001']",10,['GLO3157'],1
19008295,"['CHE1048 CLCCNH', 'CHE2030E CLCHD', 'CHE2061 CLCHD', 'CHE2102 CTĐB', 'CHE3283 CLCHD']",5,['CHE2061 CLCHD'],4
19008317,"['GEO1050', 'MAT1076', 'MAT2303', 'MAT2308', 'MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317', 'MAT3306']",9,['MAT2317'],1
19008325,"['MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533']",5,['MAT3532 CLCMTKHTT'],3
19008391,"['MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533', 'POL1001']",6,['MAT3532 CLCMTKHTT'],3
19008393,"['CHE1048', 'CHE1067', 'CHE1069', 'HIS1056', 'PHI1002', 'PHY1103']",6,['CHE1069'],11
19008412,"['CHE1067 CLCHD', 'CHE2030E CLCHD', 'CHE3283 CLCHD', 'CHE3300 CLCHD', 'CHE3301 CLCHD', 'CHE3301 CLCCNH']",6,['CHE3301 CLCHD'],4
19008415,"['EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073', 'MAT1092']",9,"['EVS3240', 'EVS3331']",5
19008432,"['CHE1048', 'CHE1067', 'CHE1069', 'CHE1090', 'HIS1001']",5,['CHE1069'],11
19008436,"['CHE1048', 'CHE3045', 'CHE3253', 'CHE3254', 'HIS1001', 'MAT2034', 'MAT3373', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT']",10,['MAT3532 CLCMTKHTT'],3
19008452,"['CHE1075', 'CHE1084', 'CHE1085']",3,['CHE1085'],2
19008490,"['HIS1056', 'MAT3373E CLCMTKHTT', 'MAT3517E CLCMTKHTT', 'MAT3533', 'MAT3539', 'MAT3551E CLCMTKHTT', 'MAT3552E CLCMTKHTT', 'MAT3555 CLCMTKHTT', 'MAT3557', 'PHI1002']",10,"['MAT3552E CLCMTKHTT', 'MAT3555 CLCMTKHTT']",4
19008496,"['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2218', 'BIO2218 CLCCNS', 'BIO2218E QTS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3001', 'BIO3302E CLCCNS', 'BIO3802E CLCCNS', 'HIS1001']",11,"['BIO2218 CLCCNS', 'BIO2218']",11
19008584,"['CHE2130E TTH', 'CHE2145E TTH', 'CHE2147E CLCHD', 'CHE2147E TTH', 'CHE3212 TTH', 'CHE3220 CTĐB', 'CHE3226 TTH', 'CHE3248 TNH', 'MAT1092 TTH', 'MAT1101']",10,['CHE2147E CLCHD'],1
19008646,"['GLO3122', 'GLO3157', 'GLO3158', 'GLO3198', 'GLO3227', 'GLO3229', 'GLO3230', 'GLO4058', 'GLO4059', 'MAT1091']",10,['GLO3157'],1
19008806,"['EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073', 'MAT1092', 'PHY1020']",10,"['EVS3240', 'EVS3331']",5
19008860,"['CHE1080', 'GEO2320', 'GEO3265', 'GEO3269', 'GEO3270', 'GEO3276', 'GEO3293', 'HIS1001', 'PHI1002', 'PHI1006']",10,['PHI1006'],9
19008903,"['GEO2320', 'GEO3265', 'GEO3269', 'GEO3270', 'GEO3276', 'GEO3293', 'MAT1090', 'PHI1002', 'PHI1006', 'POL1001']",10,['PHI1006'],9
19008909,"['HIS1001', 'MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT']",5,['MAT3532 CLCMTKHTT'],3
19008922,"['MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533', 'PHI1002']",6,['MAT3532 CLCMTKHTT'],3
19008923,"['CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD']",4,"['CHE2019', 'CHE2019 CLCCNH']",2
19008969,"['HIS1001', 'MAT2403', 'MAT3514', 'MAT3525', 'MAT3532 CLCMTKHTT', 'POL1001']",6,['MAT3532 CLCMTKHTT'],3
19008990,"['CHE1084', 'CHE1085', 'CHE3045']",3,['CHE1085'],2
19009046,"['BIO2088', 'BIO2220', 'BIO3302', 'BIO3303', 'BIO3304', 'HIS1001', 'POL1001']",7,"['BIO2088', 'BIO2220', 'BIO3302', 'BIO3303', 'BIO3304']",5
19009108,"['BIO2044', 'BIO2045', 'BIO2092', 'BIO2201', 'BIO2202', 'BIO2203', 'BIO2206', 'BIO2208', 'BIO3252', 'CHE1057', 'MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533', 'PHI1002']",16,['MAT3532 CLCMTKHTT'],3
19009176,"['MAT2301', 'MAT2407', 'MAT3365', 'MAT3372', 'MAT3507', 'PHI1002', 'PHI1006']",7,['PHI1006'],9
19009193,"['BIO2089 TNS', 'BIO2504 TNS', 'BIO2514 CLCCNS', 'BIO3257 TNS', 'BIO3377 TNS', 'BIO3701 TNS']",6,['BIO2514 CLCCNS'],1
19009212,"['CHE1084', 'CHE1085', 'CHE1090']",3,['CHE1085'],2
19009218,"['CHE1048 CLCCNH', 'CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD', 'CHE3045E CLCCNH', 'CHE3211 CTĐB', 'CHE3253 CLCCNH', 'CHE3254 CLCCNH', 'GEO1050', 'HIS1001', 'POL1001']",12,"['CHE2019', 'CHE2019 CLCCNH']",2
19009238,"['CHE1067 CLCHD', 'CHE2030E CLCHD', 'CHE2061 CLCHD', 'CHE2102 CTĐB', 'CHE3283 CLCHD', 'CHE3286', 'CHE3286 CLCCNH', 'CHE3286 CLCHD']",8,"['CHE2061 CLCHD', 'CHE3286']",5
19009239,"['MAT2411E CLCMTKHTT', 'MAT3373E CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT', 'MAT3533']",7,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
19009240,"['CHE2130E TTH', 'CHE2145E TTH', 'CHE2147E CLCHD', 'CHE2147E TTH', 'CHE3212 TTH', 'CHE3220 CTĐB', 'CHE3226 TTH', 'CHE3248 TNH']",8,['CHE2147E CLCHD'],1
19009324,"['PHY2064E QTL', 'PHY2166 TNL', 'PHY2306E QTL', 'PHY2307', 'PHY2307 TNL', 'PHY2308 QTL', 'PHY2309', 'PHY2309 TNL', 'PHY3508E QTL', 'PHY3509 TNL', 'PHY3603 TNL', 'PHY3608E QTL']",12,"['PHY2307', 'PHY2309']",16
19009346,"['E363 TTKHMT', 'E455 TTKHMT', 'E476 TTKHMT', 'K300 TTKHMT', 'MAT1060']",5,['MAT1060'],4
19009348,"['GLO3122', 'GLO3157', 'GLO3158', 'GLO3198', 'GLO3227', 'GLO3228', 'GLO3229', 'GLO3230', 'GLO4058', 'GLO4059', 'POL1001']",11,['GLO3157'],1
19009352,"['BIO2089 TNS', 'BIO2504 TNS', 'BIO2514 CLCCNS', 'BIO3257 TNS', 'BIO3377 TNS', 'BIO3701 TNS', 'MAT2411E CLCMTKHTT', 'MAT3373E CLCMTKHTT', 'MAT3533 CLCMTKHTT', 'MAT3562E CLCMTKHTT', 'PHI1002', 'POL1001']",12,['BIO2514 CLCCNS'],1
19009471,"['CHE2030E CLCHD', 'CHE2061 CLCHD', 'CHE2102 CTĐB', 'CHE3283 CLCHD', 'CHE3286', 'CHE3286 CLCCNH', 'CHE3286 CLCHD']",7,"['CHE2061 CLCHD', 'CHE3286']",5
19009557,"['BIO2215E CLCCNS', 'BIO2218', 'BIO2218 CLCCNS', 'BIO2218E QTS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3001', 'BIO3302E CLCCNS', 'BIO3356 CLCCNS', 'BIO3802E CLCCNS', 'PHI1002', 'POL1001']",12,"['BIO2218 CLCCNS', 'BIO2218']",11
19009596,"['MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533', 'PHI1002']",6,['MAT3532 CLCMTKHTT'],3
19009672,"['GLO3122', 'GLO3157', 'GLO3158', 'GLO3198', 'GLO3227', 'GLO3228', 'PHI1002']",7,['GLO3157'],1
19009673,"['MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533', 'PHY1100']",6,['MAT3532 CLCMTKHTT'],3
