Subject 1,Subject 2,Students that study both subject,Number of students
['EVS3402 CTĐB'],['MAT3101 TNT'],[],0
['EVS3402 CTĐB'],['MAT3300'],[],0
['EVS3402 CTĐB'],['MAT3300 TNT'],[],0
['EVS3402 CTĐB'],['MAT3301'],[],0
['EVS3402 CTĐB'],['MAT3305'],[],0
['EVS3402 CTĐB'],['MAT3306'],[],0
['EVS3402 CTĐB'],['MAT3318 TNT'],[],0
['EVS3402 CTĐB'],['MAT3322 TNT'],[],0
['EVS3402 CTĐB'],['MAT3340 TNT'],[],0
['EVS3402 CTĐB'],['MAT3344'],[],0
['EVS3402 CTĐB'],['MAT3344 TNT'],[],0
['EVS3402 CTĐB'],['MAT3347'],[],0
['EVS3402 CTĐB'],['MAT3365'],[],0
['EVS3402 CTĐB'],['MAT3373'],[],0
['EVS3402 CTĐB'],['MAT3373E CLCMTKHTT'],[],0
['EVS3402 CTĐB'],['MAT3379'],[],0
['EVS3402 CTĐB'],['MAT3452'],[],0
['EVS3402 CTĐB'],['MAT3500'],[],0
['EVS3402 CTĐB'],['MAT3500 CLCMTKHTT'],[21008876],1
['EVS3402 CTĐB'],['MAT3506'],[],0
['EVS3402 CTĐB'],['MAT3507'],[],0
['EVS3402 CTĐB'],['MAT3509'],[],0
['EVS3402 CTĐB'],['MAT3514'],[],0
['EVS3402 CTĐB'],['MAT3517E CLCMTKHTT'],[],0
['EVS3402 CTĐB'],['MAT3525'],[],0
['EVS3402 CTĐB'],['MAT3533'],[],0
['EVS3402 CTĐB'],['MAT3533 CLCMTKHTT'],[],0
['EVS3402 CTĐB'],['MAT3535 CLCMTKHTT'],[],0
['EVS3402 CTĐB'],['MAT3539'],[],0
['EVS3402 CTĐB'],['MAT3551E CLCMTKHTT'],[],0
['EVS3402 CTĐB'],['MAT3554 CLCMTKHTT'],[],0
['EVS3402 CTĐB'],['MAT3554E CLCMTKHTT'],[],0
['EVS3402 CTĐB'],['MAT3562E CLCMTKHTT'],[],0
['EVS3402 CTĐB'],['MAT4072'],[],0
['EVS3402 CTĐB'],['MAT4073'],[],0
['EVS3402 CTĐB'],['MNS1052'],[],0
['EVS3402 CTĐB'],['PHI1002'],"[21001761, 21002658, 21007682, 21001478, 21007240, 21007816, 21006411, 21007723, 20006989, 21001550, 21008047, 21004691, 21009428, 21009078, 21005016, 21001978]",16
['EVS3402 CTĐB'],['PHY1012 TNL'],[],0
['EVS3402 CTĐB'],['PHY1013 TNL'],[],0
['EVS3402 CTĐB'],['PHY1020'],"[21008600, 21004342]",2
['EVS3402 CTĐB'],['PHY1020 CTĐB'],[21007682],1
['EVS3402 CTĐB'],['PHY1100'],"[21001761, 21005316, 21000908, 21003212, 21008876, 21003183, 21008496, 21005458, 21009078, 21004215, 21003804, 21000061, 21007742, 21002559]",14
['EVS3402 CTĐB'],['PHY1100E CLCCNKTMT'],"[21001478, 21004936, 21007240, 21007626, 21004691, 21007899, 21009056, 21002658, 21007781, 21006123, 21008047, 21006129, 21004342, 21007031, 21009466, 21004989, 21008704, 21007682, 21000259, 21001540, 21004613, 21007816, 21004489, 21000777, 21006411, 21001550, 21004366, 21000919, 21005016, 21008600, 21007723, 21001838, 21005428, 21003641, 21001978, 21009787, 21006718]",37
['EVS3402 CTĐB'],['PHY1103'],"[21008600, 21007723, 21009078]",3
['EVS3402 CTĐB'],['PHY1103 CLCCNH'],"[21001761, 21004613]",2
['EVS3402 CTĐB'],['PHY1103 CLCHD'],[21009428],1
['EVS3402 CTĐB'],['PHY1103 CLCMTKHTT'],[],0
['EVS3402 CTĐB'],['PHY1103 QTS'],[],0
['EVS3402 CTĐB'],['PHY1106 QTL'],[],0
['EVS3402 CTĐB'],['PHY1108'],[],0
['EVS3402 CTĐB'],['PHY1108 QTL'],[],0
['EVS3402 CTĐB'],['PHY1113'],[],0
['EVS3402 CTĐB'],['PHY1113 TNL'],[],0
['EVS3402 CTĐB'],['PHY1161 CTĐB'],[],0
['EVS3402 CTĐB'],['PHY1161 TTH'],[],0
['EVS3402 CTĐB'],['PHY2004'],[],0
['EVS3402 CTĐB'],['PHY2004 QTL'],[],0
['EVS3402 CTĐB'],['PHY2064 TNL'],[],0
['EVS3402 CTĐB'],['PHY2064E QTL'],[],0
['EVS3402 CTĐB'],['PHY2206'],[],0
['EVS3402 CTĐB'],['PHY2302'],[],0
['EVS3402 CTĐB'],['PHY2302 TNL'],[],0
['EVS3402 CTĐB'],['PHY2302E QTL'],[],0
['EVS3402 CTĐB'],['PHY2303 TNL'],[],0
['EVS3402 CTĐB'],['PHY2304'],[],0
['EVS3402 CTĐB'],['PHY2304E QTL'],[],0
['EVS3402 CTĐB'],['PHY2306'],[],0
['EVS3402 CTĐB'],['PHY2306E QTL'],[],0
['EVS3402 CTĐB'],['PHY2310'],[],0
['EVS3402 CTĐB'],['PHY2500'],[],0
['EVS3402 CTĐB'],['PHY2502'],[],0
['EVS3402 CTĐB'],['PHY3163'],[],0
['EVS3402 CTĐB'],['PHY3163 QTL'],[],0
['EVS3402 CTĐB'],['PHY3167'],[],0
['EVS3402 CTĐB'],['PHY3301'],[],0
['EVS3402 CTĐB'],['PHY3302'],[],0
['EVS3402 CTĐB'],['PHY3303'],[],0
['EVS3402 CTĐB'],['PHY3314'],[],0
['EVS3402 CTĐB'],['PHY3346 TNL'],[],0
['EVS3402 CTĐB'],['PHY3508'],[],0
['EVS3402 CTĐB'],['PHY3508 TNL'],[],0
['EVS3402 CTĐB'],['PHY3508E QTL'],[],0
['EVS3402 CTĐB'],['PHY3605E QTL'],[],0
['EVS3402 CTĐB'],['PHY3606'],[],0
['EVS3402 CTĐB'],['PHY3606 TNL'],[],0
['EVS3402 CTĐB'],['PHY3608'],[],0
['EVS3402 CTĐB'],['PHY3608 TNL'],[],0
['EVS3402 CTĐB'],['PHY3608E QTL'],[],0
['EVS3402 CTĐB'],['PHY3609'],[],0
['EVS3402 CTĐB'],['PHY3624'],[],0
['EVS3402 CTĐB'],['POL1001'],[],0
['EVS3402 CTĐB'],['SMP1010'],[],0
['EVS3402 CTĐB'],['SMP1010 CLCRHM'],[],0
['EVS3402 CTĐB'],['SMP1012'],[],0
['EVS3402 CTĐB'],['SMP1055'],[],0
['EVS3402 CTĐB'],['SMP2052'],[],0
['EVS3402 CTĐB'],['SMP2053'],[],0
['EVS3402 CTĐB'],['SMP2054'],[],0
['EVS3402 CTĐB'],['SMP2401 CLCRHM'],[],0
['EVS3402 CTĐB'],['SMP2701'],[],0
['EVS3409'],['EVS3453'],[16006115],1
['EVS3409'],['EVS3455'],[18007359],1
['EVS3409'],['EVS4071'],[19004285],1
['EVS3409'],['EVS4071 CLCKHMT'],[],0
['EVS3409'],['EVS4073'],[18002841],1
['EVS3409'],['EVS4073 CLCCNKTMT'],[],0
['EVS3409'],['GEO1050'],[21004748],1
['EVS3409'],['GEO2016'],[],0
['EVS3409'],['GEO2025'],[],0
['EVS3409'],['GEO2059'],[],0
['EVS3409'],['GEO2110'],[],0
['EVS3409'],['GEO2300'],[],0
['EVS3409'],['GEO2304'],[],0
['EVS3409'],['GEO2319'],[],0
['EVS3409'],['GEO2320'],[19002233],1
['EVS3409'],['GEO2400'],[],0
['EVS3409'],['GEO2404'],[],0
['EVS3409'],['GEO3119'],[],0
['EVS3409'],['GEO3143'],[],0
['EVS3409'],['GEO3209'],[],0
['EVS3409'],['GEO3219'],[],0
['EVS3409'],['GEO3224'],[],0
['EVS3409'],['GEO3237'],[],0
['EVS3409'],['GEO3263'],[],0
['EVS3409'],['GEO3265'],[19002233],1
['EVS3409'],['GEO3266'],[],0
['EVS3409'],['GEO3269'],[19002233],1
['EVS3409'],['GEO3270'],[19002233],1
['EVS3409'],['GEO3304'],[],0
['EVS3409'],['GEO3305'],[],0
['EVS3409'],['GEO3360'],[],0
['EVS3409'],['GEO3400'],[],0
['EVS3409'],['GEO3402'],[],0
['EVS3409'],['GEO3403'],[],0
['EVS3409'],['GLO2038'],[],0
['EVS3409'],['GLO2056'],[],0
['EVS3409'],['GLO2069 CLCĐC'],[],0
['EVS3409'],['GLO2093'],[],0
['EVS3409'],['GLO2099'],[],0
['EVS3409'],['GLO3122'],[],0
['EVS3409'],['GLO3158'],[],0
['EVS3409'],['GLO3196 CLCĐC'],[],0
['EVS3409'],['GLO3197 CLCĐC'],[],0
['EVS3409'],['GLO3198'],[],0
['EVS3409'],['GLO3228'],[],0
['EVS3409'],['GLO3229'],[],0
['EVS3409'],['HIS1001'],"[19001703, 19000810, 19004908, 19007154, 19005076, 19006069, 19008828]",7
['EVS3409'],['HIS1056'],"[21001925, 19004650, 21004748, 19001741, 19008828]",5
['EVS3409'],['HMO2021'],[],0
['EVS3409'],['HMO2106'],[],0
['EVS3409'],['HMO2110'],[],0
['EVS3409'],['HMO2201'],[],0
['EVS3409'],['HMO3178'],[],0
['EVS3409'],['HMO3181'],[],0
['EVS3409'],['HMO3204'],[],0
['EVS3409'],['HMO3302'],[],0
['EVS3409'],['HMO3303'],[],0
['EVS3409'],['HMO3306'],[],0
['EVS3409'],['HMO3307'],[],0
['EVS3409'],['HMO3311'],[],0
['EVS3409'],['HMO3312'],[],0
['EVS3409'],['HMO3321'],[],0
['EVS3409'],['HMO3507'],[],0
['EVS3409'],['HMO3521'],[],0
['EVS3409'],['HMO3600'],[],0
['EVS3409'],['HMO3601'],[],0
['EVS3409'],['HMO3602'],[],0
['EVS3409'],['HMO3603'],[],0
['EVS3409'],['HMO3608'],[],0
['EVS3409'],['HMO3609'],[],0
['EVS3409'],['HMO3610'],[],0
['EVS3409'],['HMO3611'],[],0
['EVS3409'],['K300 TTKHMT'],[],0
['EVS3409'],['MAT1076'],[],0
['EVS3409'],['MAT1090'],"[19002233, 19008828]",2
['EVS3409'],['MAT1091'],"[16006115, 19007807]",2
['EVS3409'],['MAT1092'],"[21001925, 19008876, 21004748, 19006677, 19006069, 18007359]",6
['EVS3409'],['MAT1092 CLCCNH'],[21004748],1
['EVS3409'],['MAT1092 CLCHD'],[],0
['EVS3409'],['MAT1092 TTH'],[],0
['EVS3409'],['MAT1101'],"[19004285, 19000969, 16006115, 19002573]",4
['EVS3409'],['MAT1192'],[],0
['EVS3409'],['MAT1192 CLCCNS'],[],0
['EVS3409'],['MAT1192 QTS'],[],0
['EVS3409'],['MAT1259 TNS'],[],0
['EVS3409'],['MAT1292 TNH'],[],0
['EVS3409'],['MAT1292 TNS'],[],0
['EVS3409'],['MAT2034'],[],0
['EVS3409'],['MAT2301'],[],0
['EVS3409'],['MAT2303'],[],0
['EVS3409'],['MAT2303 TNT'],[],0
['EVS3409'],['MAT2306'],[],0
['EVS3409'],['MAT2308'],[],0
['EVS3409'],['MAT2310'],[],0
['EVS3409'],['MAT2311'],[],0
['EVS3409'],['MAT2311 TNT'],[],0
['EVS3409'],['MAT2314'],[],0
['EVS3409'],['MAT2314 TNT'],[],0
['EVS3409'],['MAT2317 CLCMTKHTT'],[],0
['EVS3409'],['MAT2318'],[],0
['EVS3409'],['MAT2321 TNT'],[],0
['EVS3409'],['MAT2403'],[],0
['EVS3409'],['MAT2403 CLCMTKHTT'],[],0
['EVS3409'],['MAT2406'],[],0
['EVS3409'],['MAT2407'],[],0
['EVS3409'],['MAT2407 TNT'],[],0
['EVS3409'],['MAT2411E CLCMTKHTT'],[],0
['EVS3409'],['MAT2502'],[],0
['EVS3409'],['MAT2502 CLCMTKHTT'],[],0
['EVS3409'],['MAT3101 TNT'],[],0
['EVS3409'],['MAT3300'],[],0
['EVS3409'],['MAT3300 TNT'],[],0
['EVS3409'],['MAT3301'],[],0
['EVS3409'],['MAT3305'],[],0
['EVS3409'],['MAT3306'],[],0
['EVS3409'],['MAT3318 TNT'],[],0
['EVS3409'],['MAT3322 TNT'],[],0
['EVS3409'],['MAT3340 TNT'],[],0
['EVS3409'],['MAT3344'],[],0
['EVS3409'],['MAT3344 TNT'],[],0
['EVS3409'],['MAT3347'],[],0
['EVS3409'],['MAT3365'],[],0
['EVS3409'],['MAT3373'],[],0
['EVS3409'],['MAT3373E CLCMTKHTT'],[],0
['EVS3409'],['MAT3379'],[],0
['EVS3409'],['MAT3452'],[],0
['EVS3409'],['MAT3500'],[],0
['EVS3409'],['MAT3500 CLCMTKHTT'],[],0
['EVS3409'],['MAT3506'],[],0
['EVS3409'],['MAT3507'],[],0
['EVS3409'],['MAT3509'],[],0
['EVS3409'],['MAT3514'],[],0
['EVS3409'],['MAT3517E CLCMTKHTT'],[],0
['EVS3409'],['MAT3525'],[],0
['EVS3409'],['MAT3533'],[],0
['EVS3409'],['MAT3533 CLCMTKHTT'],[],0
['EVS3409'],['MAT3535 CLCMTKHTT'],[],0
['EVS3409'],['MAT3539'],[],0
['EVS3409'],['MAT3551E CLCMTKHTT'],[],0
['EVS3409'],['MAT3554 CLCMTKHTT'],[],0
['EVS3409'],['MAT3554E CLCMTKHTT'],[],0
['EVS3409'],['MAT3562E CLCMTKHTT'],[],0
['EVS3409'],['MAT4072'],[],0
['EVS3409'],['MAT4073'],[],0
['EVS3409'],['MNS1052'],[],0
['EVS3409'],['PHI1002'],"[19004028, 16006115, 19000199, 19000969, 19004299, 19004908, 19001741, 19007154, 19006677, 19002425, 19008828, 19007807]",12
['EVS3409'],['PHY1012 TNL'],[],0
['EVS3409'],['PHY1013 TNL'],[],0
['EVS3409'],['PHY1020'],[],0
['EVS3409'],['PHY1020 CTĐB'],[],0
['EVS3409'],['PHY1100'],"[19000258, 19006503, 19000199, 19003146, 19008876, 19002233, 19008828, 19007807]",8
['EVS3409'],['PHY1100E CLCCNKTMT'],[],0
['EVS3409'],['PHY1103'],"[16006115, 19009244, 18007359]",3
['EVS3409'],['PHY1103 CLCCNH'],[],0
['EVS3409'],['PHY1103 CLCHD'],[],0
['EVS3409'],['PHY1103 CLCMTKHTT'],[21004748],1
['EVS3409'],['PHY1103 QTS'],[],0
['EVS3409'],['PHY1106 QTL'],[],0
['EVS3409'],['PHY1108'],[],0
['EVS3409'],['PHY1108 QTL'],[],0
['EVS3409'],['PHY1113'],[],0
['EVS3409'],['PHY1113 TNL'],[],0
['EVS3409'],['PHY1161 CTĐB'],[],0
['EVS3409'],['PHY1161 TTH'],[],0
['EVS3409'],['PHY2004'],[],0
['EVS3409'],['PHY2004 QTL'],[],0
['EVS3409'],['PHY2064 TNL'],[],0
['EVS3409'],['PHY2064E QTL'],[],0
['EVS3409'],['PHY2206'],[],0
['EVS3409'],['PHY2302'],[],0
['EVS3409'],['PHY2302 TNL'],[],0
['EVS3409'],['PHY2302E QTL'],[],0
['EVS3409'],['PHY2303 TNL'],[],0
['EVS3409'],['PHY2304'],[],0
['EVS3409'],['PHY2304E QTL'],[],0
['EVS3409'],['PHY2306'],[],0
['EVS3409'],['PHY2306E QTL'],[],0
['EVS3409'],['PHY2310'],[],0
['EVS3409'],['PHY2500'],[],0
['EVS3409'],['PHY2502'],[],0
['EVS3409'],['PHY3163'],[],0
['EVS3409'],['PHY3163 QTL'],[],0
['EVS3409'],['PHY3167'],[],0
['EVS3409'],['PHY3301'],[],0
['EVS3409'],['PHY3302'],[],0
['EVS3409'],['PHY3303'],[],0
['EVS3409'],['PHY3314'],[],0
['EVS3409'],['PHY3346 TNL'],[],0
['EVS3409'],['PHY3508'],[],0
['EVS3409'],['PHY3508 TNL'],[],0
['EVS3409'],['PHY3508E QTL'],[],0
['EVS3409'],['PHY3605E QTL'],[],0
['EVS3409'],['PHY3606'],[],0
['EVS3409'],['PHY3606 TNL'],[],0
['EVS3409'],['PHY3608'],[],0
['EVS3409'],['PHY3608 TNL'],[],0
['EVS3409'],['PHY3608E QTL'],[],0
['EVS3409'],['PHY3609'],[],0
['EVS3409'],['PHY3624'],[],0
['EVS3409'],['POL1001'],"[19004028, 19000199, 19006407, 19001064, 19009897, 19008876, 19001741, 19007246, 19002573, 19000601, 19002233, 19008828, 19004285, 19007807]",14
['EVS3409'],['SMP1010'],[],0
['EVS3409'],['SMP1010 CLCRHM'],[],0
['EVS3409'],['SMP1012'],[],0
['EVS3409'],['SMP1055'],[],0
['EVS3409'],['SMP2052'],[],0
['EVS3409'],['SMP2053'],[],0
['EVS3409'],['SMP2054'],[],0
['EVS3409'],['SMP2401 CLCRHM'],[],0
['EVS3409'],['SMP2701'],[],0
['EVS3453'],['EVS3455'],"[20009215, 20005254, 20002442, 20001803, 20006542, 20004114, 20005524, 20008733, 20000929, 20004257, 20008485, 20001190, 20007465, 20007467, 20005931, 20006060, 20003631, 20009264, 20003895, 20000314, 20005182, 20005055, 20004803, 20009158, 20006216, 20009674, 20000333, 20007759, 20003152, 20002133, 20008031, 20007906, 19005667, 20001258, 20006133, 20001015, 20000248, 20000378, 20009852, 20006526, 20000511]",41
['EVS3453'],['EVS4071'],[],0
['EVS3453'],['EVS4071 CLCKHMT'],[],0
['EVS3453'],['EVS4073'],[20009852],1
['EVS3453'],['EVS4073 CLCCNKTMT'],[],0
['EVS3453'],['GEO1050'],"[20009674, 19005667]",2
['EVS3453'],['GEO2016'],[],0
['EVS3453'],['GEO2025'],[],0
['EVS3453'],['GEO2059'],[],0
['EVS3453'],['GEO2110'],[],0
['EVS3453'],['GEO2300'],[],0
['EVS3453'],['GEO2304'],[],0
['EVS3453'],['GEO2319'],[],0
['EVS3453'],['GEO2320'],[],0
['EVS3453'],['GEO2400'],[],0
['EVS3453'],['GEO2404'],[],0
['EVS3453'],['GEO3119'],[],0
['EVS3453'],['GEO3143'],[],0
['EVS3453'],['GEO3209'],[],0
['EVS3453'],['GEO3219'],[],0
['EVS3453'],['GEO3224'],[],0
['EVS3453'],['GEO3237'],[],0
['EVS3453'],['GEO3263'],[],0
['EVS3453'],['GEO3265'],[],0
['EVS3453'],['GEO3266'],[],0
['EVS3453'],['GEO3269'],[],0
['EVS3453'],['GEO3270'],[],0
['EVS3453'],['GEO3304'],[],0
['EVS3453'],['GEO3305'],[],0
['EVS3453'],['GEO3360'],[],0
['EVS3453'],['GEO3400'],[],0
['EVS3453'],['GEO3402'],[],0
['EVS3453'],['GEO3403'],[],0
['EVS3453'],['GLO2038'],[],0
['EVS3453'],['GLO2056'],[],0
['EVS3453'],['GLO2069 CLCĐC'],[],0
['EVS3453'],['GLO2093'],[],0
['EVS3453'],['GLO2099'],[],0
['EVS3453'],['GLO3122'],[],0
['EVS3453'],['GLO3158'],[],0
['EVS3453'],['GLO3196 CLCĐC'],[],0
['EVS3453'],['GLO3197 CLCĐC'],[],0
['EVS3453'],['GLO3198'],[],0
['EVS3453'],['GLO3228'],[],0
['EVS3453'],['GLO3229'],[],0
['EVS3453'],['HIS1001'],"[20005254, 20002442, 20001803, 20005524, 20008733, 20000929, 20008485, 20007465, 20005931, 20006060, 20009264, 20006216, 20009674, 20000333, 20007759, 20007906, 20006126, 20000243, 20006133, 20000248, 20000378, 20006526]",22
['EVS3453'],['HIS1056'],[],0
['EVS3453'],['HMO2021'],[],0
['EVS3453'],['HMO2106'],[],0
['EVS3453'],['HMO2110'],[],0
['EVS3453'],['HMO2201'],[],0
['EVS3453'],['HMO3178'],[],0
['EVS3453'],['HMO3181'],[],0
['EVS3453'],['HMO3204'],[],0
['EVS3453'],['HMO3302'],[],0
['EVS3453'],['HMO3303'],[],0
['EVS3453'],['HMO3306'],[],0
['EVS3453'],['HMO3307'],[],0
['EVS3453'],['HMO3311'],[],0
['EVS3453'],['HMO3312'],[],0
['EVS3453'],['HMO3321'],[],0
['EVS3453'],['HMO3507'],[],0
['EVS3453'],['HMO3521'],[],0
['EVS3453'],['HMO3600'],[],0
['EVS3453'],['HMO3601'],[],0
['EVS3453'],['HMO3602'],[],0
['EVS3453'],['HMO3603'],[],0
['EVS3453'],['HMO3608'],[],0
['EVS3453'],['HMO3609'],[],0
['EVS3453'],['HMO3610'],[],0
['EVS3453'],['HMO3611'],[],0
['EVS3453'],['K300 TTKHMT'],[],0
['EVS3453'],['MAT1076'],[],0
['EVS3453'],['MAT1090'],[19005667],1
['EVS3453'],['MAT1091'],"[20000929, 20004803, 16006115, 20008733, 20000511]",5
['EVS3453'],['MAT1092'],"[20000929, 20004803, 19005667, 20007467, 20006526]",5
['EVS3453'],['MAT1092 CLCCNH'],[],0
['EVS3453'],['MAT1092 CLCHD'],[],0
['EVS3453'],['MAT1092 TTH'],[],0
['EVS3453'],['MAT1101'],"[20000929, 20004803, 20002273, 16006115]",4
['EVS3453'],['MAT1192'],[],0
['EVS3453'],['MAT1192 CLCCNS'],[],0
['EVS3453'],['MAT1192 QTS'],[],0
['EVS3453'],['MAT1259 TNS'],[],0
['EVS3453'],['MAT1292 TNH'],[],0
['EVS3453'],['MAT1292 TNS'],[],0
['EVS3453'],['MAT2034'],[],0
['EVS3453'],['MAT2301'],[],0
['EVS3453'],['MAT2303'],[],0
['EVS3453'],['MAT2303 TNT'],[],0
['EVS3453'],['MAT2306'],[],0
['EVS3453'],['MAT2308'],[],0
['EVS3453'],['MAT2310'],[],0
['EVS3453'],['MAT2311'],[],0
['EVS3453'],['MAT2311 TNT'],[],0
['EVS3453'],['MAT2314'],[],0
['EVS3453'],['MAT2314 TNT'],[],0
['EVS3453'],['MAT2317 CLCMTKHTT'],[],0
['EVS3453'],['MAT2318'],[20006526],1
['EVS3453'],['MAT2321 TNT'],[],0
['EVS3453'],['MAT2403'],[],0
['EVS3453'],['MAT2403 CLCMTKHTT'],[],0
['EVS3453'],['MAT2406'],[],0
['EVS3453'],['MAT2407'],[],0
['EVS3453'],['MAT2407 TNT'],[],0
['EVS3453'],['MAT2411E CLCMTKHTT'],[],0
['EVS3453'],['MAT2502'],[],0
['EVS3453'],['MAT2502 CLCMTKHTT'],[],0
['EVS3453'],['MAT3101 TNT'],[],0
['EVS3453'],['MAT3300'],[],0
['EVS3453'],['MAT3300 TNT'],[],0
['EVS3453'],['MAT3301'],[],0
['EVS3453'],['MAT3305'],[],0
['EVS3453'],['MAT3306'],[],0
['EVS3453'],['MAT3318 TNT'],[],0
['EVS3453'],['MAT3322 TNT'],[],0
['EVS3453'],['MAT3340 TNT'],[],0
['EVS3453'],['MAT3344'],[],0
['EVS3453'],['MAT3344 TNT'],[],0
['EVS3453'],['MAT3347'],[],0
['EVS3453'],['MAT3365'],[],0
['EVS3453'],['MAT3373'],[],0
['EVS3453'],['MAT3373E CLCMTKHTT'],[],0
['EVS3453'],['MAT3379'],[],0
['EVS3453'],['MAT3452'],[],0
['EVS3453'],['MAT3500'],[],0
['EVS3453'],['MAT3500 CLCMTKHTT'],[],0
['EVS3453'],['MAT3506'],[],0
['EVS3453'],['MAT3507'],[],0
['EVS3453'],['MAT3509'],[],0
['EVS3453'],['MAT3514'],[],0
['EVS3453'],['MAT3517E CLCMTKHTT'],[],0
['EVS3453'],['MAT3525'],[],0
['EVS3453'],['MAT3533'],[],0
['EVS3453'],['MAT3533 CLCMTKHTT'],[],0
['EVS3453'],['MAT3535 CLCMTKHTT'],[],0
['EVS3453'],['MAT3539'],[],0
['EVS3453'],['MAT3551E CLCMTKHTT'],[],0
['EVS3453'],['MAT3554 CLCMTKHTT'],[],0
['EVS3453'],['MAT3554E CLCMTKHTT'],[],0
['EVS3453'],['MAT3562E CLCMTKHTT'],[],0
['EVS3453'],['MAT4072'],[],0
['EVS3453'],['MAT4073'],[],0
['EVS3453'],['MNS1052'],[],0
['EVS3453'],['PHI1002'],"[20004257, 20007906, 19005667, 16006115, 20009215, 20001190, 20009158, 20007465, 20009674, 20001258, 20006126, 20003631, 20004114, 20002133, 20005182, 20005055]",16
['EVS3453'],['PHY1012 TNL'],[],0
['EVS3453'],['PHY1013 TNL'],[],0
['EVS3453'],['PHY1020'],[20007412],1
['EVS3453'],['PHY1020 CTĐB'],[],0
['EVS3453'],['PHY1100'],[19005667],1
['EVS3453'],['PHY1100E CLCCNKTMT'],[],0
['EVS3453'],['PHY1103'],"[20004803, 19005667, 16006115, 20009215, 20001258, 20009264, 20007412, 20002133, 20001015, 20000314, 20005182, 20005055]",12
['EVS3453'],['PHY1103 CLCCNH'],[],0
['EVS3453'],['PHY1103 CLCHD'],[],0
['EVS3453'],['PHY1103 CLCMTKHTT'],[],0
['EVS3453'],['PHY1103 QTS'],[],0
['EVS3453'],['PHY1106 QTL'],[],0
['EVS3453'],['PHY1108'],[],0
['EVS3453'],['PHY1108 QTL'],[],0
['EVS3453'],['PHY1113'],[],0
['EVS3453'],['PHY1113 TNL'],[],0
['EVS3453'],['PHY1161 CTĐB'],[],0
['EVS3453'],['PHY1161 TTH'],[],0
['EVS3453'],['PHY2004'],[],0
['EVS3453'],['PHY2004 QTL'],[],0
['EVS3453'],['PHY2064 TNL'],[],0
['EVS3453'],['PHY2064E QTL'],[20006526],1
['EVS3453'],['PHY2206'],[20006133],1
['EVS3453'],['PHY2302'],[],0
['EVS3453'],['PHY2302 TNL'],[],0
['EVS3453'],['PHY2302E QTL'],[],0
['EVS3453'],['PHY2303 TNL'],[],0
['EVS3453'],['PHY2304'],[20006133],1
['EVS3453'],['PHY2304E QTL'],[],0
['EVS3453'],['PHY2306'],[],0
['EVS3453'],['PHY2306E QTL'],[20006526],1
['EVS3453'],['PHY2310'],[20006133],1
['EVS3453'],['PHY2500'],[],0
['EVS3453'],['PHY2502'],[],0
['EVS3453'],['PHY3163'],[],0
['EVS3453'],['PHY3163 QTL'],[],0
['EVS3453'],['PHY3167'],[],0
['EVS3453'],['PHY3301'],[],0
['EVS3453'],['PHY3302'],[],0
['EVS3453'],['PHY3303'],[],0
['EVS3453'],['PHY3314'],[],0
['EVS3453'],['PHY3346 TNL'],[],0
['EVS3453'],['PHY3508'],[],0
['EVS3453'],['PHY3508 TNL'],[],0
['EVS3453'],['PHY3508E QTL'],[20006526],1
['EVS3453'],['PHY3605E QTL'],[20006526],1
['EVS3453'],['PHY3606'],[],0
['EVS3453'],['PHY3606 TNL'],[],0
['EVS3453'],['PHY3608'],[],0
['EVS3453'],['PHY3608 TNL'],[],0
['EVS3453'],['PHY3608E QTL'],[],0
['EVS3453'],['PHY3609'],[],0
['EVS3453'],['PHY3624'],[],0
['EVS3453'],['POL1001'],"[20008485, 20006216, 20009674, 20007467, 20001803, 20006060, 20006542, 20001258, 20001015, 20000378, 20006526]",11
['EVS3453'],['SMP1010'],[],0
['EVS3453'],['SMP1010 CLCRHM'],[],0
['EVS3453'],['SMP1012'],[],0
['EVS3453'],['SMP1055'],[],0
['EVS3453'],['SMP2052'],[],0
['EVS3453'],['SMP2053'],[],0
['EVS3453'],['SMP2054'],[],0
['EVS3453'],['SMP2401 CLCRHM'],[],0
['EVS3453'],['SMP2701'],[],0
['EVS3455'],['EVS4071'],"[20008002, 18003067, 17005014]",3
['EVS3455'],['EVS4071 CLCKHMT'],[],0
['EVS3455'],['EVS4073'],"[20009852, 18008903]",2
['EVS3455'],['EVS4073 CLCCNKTMT'],[],0
['EVS3455'],['GEO1050'],"[20009674, 19005667]",2
['EVS3455'],['GEO2016'],[],0
['EVS3455'],['GEO2025'],[],0
['EVS3455'],['GEO2059'],[],0
['EVS3455'],['GEO2110'],[],0
['EVS3455'],['GEO2300'],[],0
['EVS3455'],['GEO2304'],[],0
['EVS3455'],['GEO2319'],[],0
['EVS3455'],['GEO2320'],[],0
['EVS3455'],['GEO2400'],[],0
['EVS3455'],['GEO2404'],[],0
['EVS3455'],['GEO3119'],[],0
['EVS3455'],['GEO3143'],[],0
['EVS3455'],['GEO3209'],[],0
['EVS3455'],['GEO3219'],[],0
['EVS3455'],['GEO3224'],[],0
['EVS3455'],['GEO3237'],[],0
['EVS3455'],['GEO3263'],[],0
['EVS3455'],['GEO3265'],[],0
['EVS3455'],['GEO3266'],[],0
['EVS3455'],['GEO3269'],[],0
['EVS3455'],['GEO3270'],[],0
['EVS3455'],['GEO3304'],[],0
