MSV,classCode,subjectCode
20003248,"['BIO3252 1', 'BIO2204 1', 'CHE1081 5', 'BIO2203 4', 'BIO2202 1', 'BIO3303 2', 'BIO2201 2']","['BIO2204', 'CHE1081', 'BIO2203', 'BIO3303', 'BIO3252', 'BIO2201', 'BIO2202']"
20003250,"['CHE1079E CLCCNH', 'HIS1056 9', 'CHE1091 8CLCCNH', 'CHE2021 2CLCCNH', 'CHE1129 CLCCNH']","['HIS1056', 'CHE1079E CLCCNH', 'CHE1091 CLCCNH', 'CHE2021 CLCCNH', 'CHE1129 CLCCNH']"
20003251,"['HIS1056 9', 'GEO1050 3', 'PHY1108 2', 'HIS1001 1', 'PHY2302 7', 'PHY2304 4']","['HIS1056', 'PHY2302', 'GEO1050', 'PHY1108', 'PHY2304', 'HIS1001']"
20003254,"['HIS1001 4', 'MAT1092 7', 'MAT3507', 'MAT2314', 'MAT2406']","['MAT3507', 'MAT1092', 'MAT2314', 'MAT2406', 'HIS1001']"
20003266,"['EVS3250 1', 'EVS2301 1', 'EVS4071 3']","['EVS3250', 'EVS4071', 'EVS2301']"
20003268,"['POL1001 10', 'PHY2304 3', 'PHY3314']","['POL1001', 'PHY2304', 'PHY3314']"
20003270,"['HIS1001 10', 'GLO2099 1', 'EVS2302 3', 'GLO2056', 'GEO2059 2']","['GEO2059', 'EVS2302', 'GLO2099', 'GLO2056', 'HIS1001']"
20003291,"['CHE1048', 'PHI1002 12', 'CHE1091 1', 'CHE1052', 'MAT1101 4', 'CHE2018']","['CHE1048', 'MAT1101', 'CHE1052', 'PHI1002', 'CHE1091', 'CHE2018']"
20003296,"['POL1001 1', 'CHE3300 1', 'CHE1091 1']","['POL1001', 'CHE1091', 'CHE3300']"
20003298,"['PHY2206 2', 'PHY2304 2', 'PHY3624 3', 'PHY2502 2', 'POL1001 10', 'PHY3609 1', 'PHY3302', 'PHY2310', 'PHI1002 4']","['PHY2206', 'PHY2502', 'POL1001', 'PHY3624', 'PHY3302', 'PHY2304', 'PHI1002', 'PHY3609', 'PHY2310']"
20003299,"['MAT3507', 'HIS1001 10', 'MAT2407 2', 'POL1001 5', 'PHI1002 4']","['POL1001', 'MAT3507', 'MAT2407', 'PHI1002', 'HIS1001']"
20003300,"['BIO3190', 'EVS4071 5', 'EVF2007 1', 'BIO3191', 'POL1001 8', 'EVF2032', 'PHI1002 7']","['BIO3190', 'BIO3191', 'POL1001', 'EVF2007', 'EVF2032', 'PHI1002', 'EVS4071']"
20003301,"['PHI1002 12', 'CHE1052 2CLCCNH', 'CHE3300 3CLCHD', 'HIS1001 9', 'CHE3302 1CLCHD']","['CHE1052 CLCCNH', 'CHE3302 CLCHD', 'PHI1002', 'CHE3300 CLCHD', 'HIS1001']"
20003308,"['MAT1101 5', 'CHE1075', 'CHE1091 1', 'CHE2021', 'CHE2018', 'CHE1079']","['MAT1101', 'CHE1075', 'CHE2021', 'CHE1091', 'CHE2018', 'CHE1079']"
20003334,"['BIO2203 5', 'GEO1050 2', 'BIO3258 3', 'CHE1081 10', 'POL1001 5']","['GEO1050', 'POL1001', 'BIO3258', 'CHE1081', 'BIO2203']"
20003342,"['MAT2403 5CLCMTKHTT', 'HIS1001 1', 'MAT3551E 2CLCMTKHTT', 'POL1001 5', 'MAT3517E 1CLCMTKHTT']","['MAT3551E CLCMTKHTT', 'MAT3517E CLCMTKHTT', 'POL1001', 'MAT2403 CLCMTKHTT', 'HIS1001']"
20003344,"['GEO3403', 'GEO3400', 'HIS1001 3', 'MAT1101 4', 'PHI1002 1']","['MAT1101', 'GEO3403', 'GEO3400', 'PHI1002', 'HIS1001']"
20003347,"['EVS3250 1', 'EVS4071 3', 'EVS3241', 'EVS2301 2', 'HIS1001 11']","['EVS2301', 'EVS3241', 'EVS3250', 'EVS4071', 'HIS1001']"
20003357,"['BIO2203 5', 'HIS1001 9', 'PHY1103 12', 'BIO3258 1', 'BIO2202 1']","['BIO3258', 'PHY1103', 'BIO2203', 'BIO2202', 'HIS1001']"
20003365,"['CHE3300 3CLCHD', 'GEO1050 1', 'CHE1075E 1CLCHD', 'CHE2114E 1CLCHD', 'CHE3302 1CLCHD', 'PHI1002 2']","['CHE1075E CLCHD', 'CHE3302 CLCHD', 'GEO1050', 'CHE2114E CLCHD', 'PHI1002', 'CHE3300 CLCHD']"
20003366,"['BIO2045E 1CLCCNS', 'HIS1001 9', 'BIO3356 1CLCCNS', 'CHE1057 5CLCCNS', 'BIO3803E 1CLCCNS', 'POL1001 6', 'BIO3182 3CLCCNS', 'BIO2400E 2CLCCNS']","['BIO3803E CLCCNS', 'BIO2045E CLCCNS', 'POL1001', 'BIO3356 CLCCNS', 'CHE1057 CLCCNS', 'BIO3182 CLCCNS', 'BIO2400E CLCCNS', 'HIS1001']"
20003389,"['POL1001 2', 'PHI1002 6', 'BIO2204 1', 'BIO2045 1', 'BIO2203 1']","['BIO2204', 'BIO2045', 'POL1001', 'BIO2203', 'PHI1002']"
20003390,"['EVS2301 3CLCKHMT', 'CHE1080 4', 'HIS1056 1', 'MAT1091 2', 'EVS2017', 'EVS3250 3CLCKHMT', 'EVS3241 2CLCKHMT']","['EVS3250 CLCKHMT', 'HIS1056', 'EVS3241 CLCKHMT', 'EVS2301 CLCKHMT', 'EVS2017', 'MAT1091', 'CHE1080']"
20003394,"['CHE3300 3CLCHD', 'POL1001 9', 'CHE1075E 1CLCHD', 'GEO1050 5', 'CHE2114E 1CLCHD', 'CHE3302 1CLCHD', 'PHI1002 2']","['CHE1075E CLCHD', 'CHE3302 CLCHD', 'GEO1050', 'POL1001', 'CHE2114E CLCHD', 'PHI1002', 'CHE3300 CLCHD']"
20003404,"['GEO3403', 'GEO3400', 'HIS1001 4', 'MAT1101 4', 'GEO3402 1']","['GEO3402', 'MAT1101', 'GEO3403', 'GEO3400', 'HIS1001']"
20003408,"['POL1001 12', 'PHI1002 3', 'HIS1001 10', 'PHY1103 10', 'HMO3181']","['POL1001', 'PHI1002', 'HMO3181', 'PHY1103', 'HIS1001']"
20003412,"['CHE1048', 'CHE1084', 'HIS1001 7', 'CHE1075', 'CHE1091 1', 'MAT1092 3']","['CHE1048', 'CHE1084', 'CHE1075', 'MAT1092', 'CHE1091', 'HIS1001']"
20003422,"['PHY1103 11', 'MAT1101 5', 'BIO2204 2', 'MAT1192 4', 'CHE1081 5']","['BIO2204', 'MAT1101', 'MAT1192', 'CHE1081', 'PHY1103']"
20003441,"['PHY1108 4', 'PHY2206 3', 'PHY2304 5', 'PHY2310', 'CHE1080 1']","['PHY2206', 'PHY1108', 'PHY2304', 'CHE1080', 'PHY2310']"
20003444,"['PHY3302', 'HIS1001 7', 'PHY2304 3', 'PHY3314']","['PHY3302', 'PHY2304', 'PHY3314', 'HIS1001']"
20003445,"['BIO3373 1TNS', 'MAT1101 1', 'BIO3262 2TNS', 'MAT1259 TNS', 'PHI1002 1', 'BIO3504 1TNS']","['MAT1101', 'BIO3373 TNS', 'MAT1259 TNS', 'BIO3262 TNS', 'PHI1002', 'BIO3504 TNS']"
20003446,"['MAT3379', 'MAT2403 1', 'HIS1001 9', 'PHI1002 6', 'POL1001 5']","['MAT3379', 'POL1001', 'PHI1002', 'MAT2403', 'HIS1001']"
20003451,"['CHE1080 3', 'GEO3263', 'GEO2319', 'HIS1001 7', 'GEO3266', 'GEO3305', 'GEO3304']","['GEO3263', 'GEO2319', 'GEO3266', 'GEO3305', 'CHE1080', 'GEO3304', 'HIS1001']"
20003453,"['BIO2203 5', 'BIO3258 3', 'POL1001 11', 'CHE1081 10', 'MAT1101 9']","['MAT1101', 'POL1001', 'BIO3258', 'CHE1081', 'BIO2203']"
20003454,"['CHE1048', 'POL1001 4', 'CHE1091 1', 'CHE2021', 'CHE2018']","['CHE1048', 'POL1001', 'CHE2021', 'CHE1091', 'CHE2018']"
20003456,"['PHY3609 1', 'PHY2502 1', 'PHY3302', 'PHY2304 7', 'PHY3624 2']","['PHY2502', 'PHY3624', 'PHY3302', 'PHY2304', 'PHY3609']"
20003462,"['CHE1048', 'CHE1091 1', 'CHE2021', 'CHE2018', 'CHE1065', 'POL1001 6']","['CHE1048', 'POL1001', 'CHE2021', 'CHE1091', 'CHE2018', 'CHE1065']"
20003476,"['BIO3190', 'BIO3191', 'EVF2007 1', 'EVF2032', 'EVS4071 2', 'POL1001 5', 'HIS1001 5']","['BIO3190', 'BIO3191', 'POL1001', 'EVF2032', 'EVF2007', 'EVS4071', 'HIS1001']"
20003482,"['MAT3379', 'MAT3514 2', 'MAT2403 1', 'PHI1002 8', 'HIS1001 9']","['MAT3379', 'PHI1002', 'MAT3514', 'MAT2403', 'HIS1001']"
20003494,"['MAT3506', 'MAT2403 2', 'MAT3514 1', 'MAT2407 1']","['MAT2407', 'MAT3506', 'MAT3514', 'MAT2403']"
20003510,"['PHY2206 1', 'PHY3302', 'PHI1002 6', 'POL1001 11', 'PHY2310', 'PHY2304 4']","['PHY2206', 'POL1001', 'PHY3302', 'PHY2304', 'PHI1002', 'PHY2310']"
20003515,"['PHI1002 12', 'MAT3551E 1CLCMTKHTT', 'MAT2403 4CLCMTKHTT', 'MAT2317 6CLCMTKHTT', 'MAT3517E 2CLCMTKHTT']","['MAT3551E CLCMTKHTT', 'MAT2317 CLCMTKHTT', 'MAT3517E CLCMTKHTT', 'MAT2403 CLCMTKHTT', 'PHI1002']"
20003516,"['CHE1081 5', 'PHY1103 12', 'BIO2204 4']","['BIO2204', 'PHY1103', 'CHE1081']"
20003519,"['PHI1002 3', 'MAT2407 1', 'MAT3365', 'MAT2314', 'MAT2406']","['MAT2407', 'MAT3365', 'MAT2314', 'PHI1002', 'MAT2406']"
20003529,"['GEO3263', 'GEO2319', 'GEO3266', 'HIS1001 5', 'MAT1101 4', 'GEO3305', 'GEO3304']","['MAT1101', 'GEO3263', 'GEO2319', 'GEO3266', 'GEO3305', 'GEO3304', 'HIS1001']"
20003532,"['BIO2204 2', 'MAT1192 4', 'POL1001 4', 'MAT2403 2', 'HIS1001 10', 'HIS1001 3', 'MAT2407 2', 'BIO2203 3', 'CHE1057 1']","['BIO2204', 'MAT1192', 'POL1001', 'MAT2407', 'BIO2203', 'HIS1001', 'MAT2403', 'CHE1057']"
20003542,"['POL1001 7', 'PHY1103 10', 'MAT2403 3', 'HIS1001 8', 'MAT3506']","['POL1001', 'MAT2403', 'MAT3506', 'PHY1103', 'HIS1001']"
20003546,"['BIO3405E QTS', 'BIO3403E QTS', 'HIS1001 12', 'BIO3401E QTS', 'CHE1057 7QTS', 'BIO3258E QTS']","['BIO3405E QTS', 'BIO3403E QTS', 'CHE1057 QTS', 'BIO3401E QTS', 'BIO3258E QTS', 'HIS1001']"
20003549,"['MAT1101 6', 'GEO2319', 'GEO3263', 'GEO3305', 'GEO3304']","['MAT1101', 'GEO3263', 'GEO2319', 'GEO3305', 'GEO3304']"
20003551,"['PHY1106 QTL', 'CHE1080 2', 'PHY2310', 'PHI1002 4']","['PHY1106 QTL', 'CHE1080', 'PHY2310', 'PHI1002']"
20003556,"['PHI1002 5', 'BIO3803E 3CLCCNS', 'HIS1001 7', 'PHY2502 1', 'PHY3609 1', 'BIO3356 2CLCCNS', 'CHE1057 5CLCCNS', 'PHY3302', 'PHY2304 7', 'BIO3182 3CLCCNS', 'BIO2400E 3CLCCNS', 'PHY3624 2']","['PHY2502', 'BIO3803E CLCCNS', 'PHY3624', 'PHY3302', 'PHY2304', 'BIO3356 CLCCNS', 'PHI1002', 'CHE1057 CLCCNS', 'BIO3182 CLCCNS', 'PHY3609', 'BIO2400E CLCCNS', 'HIS1001']"
20003565,"['BIO3190', 'EVS4071 6', 'EVF2007 1', 'BIO3191', 'EVF2032', 'HIS1001 5']","['BIO3190', 'BIO3191', 'EVF2032', 'EVF2007', 'EVS4071', 'HIS1001']"
20003569,"['MAT2403 2', 'MAT2407 1', 'POL1001 9', 'MAT3514 1', 'HIS1001 8', 'MAT3506']","['POL1001', 'MAT2407', 'MAT3514', 'MAT2403', 'MAT3506', 'HIS1001']"
20003582,"['BIO3373 1TNS', 'MAT1101 1', 'BIO3262 2TNS', 'MAT1259 TNS', 'PHI1002 1', 'BIO3262 1TNS', 'POL1001 5', 'BIO3257 TNS', 'BIO3504 1TNS']","['MAT1101', 'BIO3373 TNS', 'MAT1259 TNS', 'POL1001', 'BIO3262 TNS', 'PHI1002', 'BIO3504 TNS', 'BIO3257 TNS']"
20003587,"['BIO2203 5', 'HIS1001 9', 'PHY1103 12', 'BIO3258 1', 'BIO2202 1']","['BIO3258', 'PHY1103', 'BIO2203', 'BIO2202', 'HIS1001']"
20003594,"['HIS1001 7', 'MAT3507', 'MAT3365', 'PHI1002 6', 'MAT2314', 'MAT2406']","['MAT3507', 'MAT3365', 'MAT2314', 'PHI1002', 'MAT2406', 'HIS1001']"
20003600,"['MAT2403 5CLCMTKHTT', 'MAT3551E 4CLCMTKHTT', 'GEO1050 6', 'PHY1103 14CLCMTKHTT', 'MAT3517E 2CLCMTKHTT']","['MAT3551E CLCMTKHTT', 'MAT3517E CLCMTKHTT', 'PHY1103 CLCMTKHTT', 'GEO1050', 'MAT2403 CLCMTKHTT']"
20003605,"['HIS1001 2', 'GEO3403', 'GEO3400', 'GEO2304', 'HIS1056 2']","['HIS1056', 'GEO3403', 'GEO3400', 'GEO2304', 'HIS1001']"
20003608,"['PHY3606 2TNL', 'PHY3608 2TNL']","['PHY3608 TNL', 'PHY3606 TNL']"
20003609,"['PHY3163', 'PHY2304 5', 'PHY3508 2']","['PHY3163', 'PHY3508', 'PHY2304']"
20003622,"['BIO3373 1TNS', 'BIO3504 1TNS', 'BIO3262 2TNS', 'MAT1259 TNS', 'HIS1001 1', 'PHI1002 2']","['BIO3373 TNS', 'MAT1259 TNS', 'BIO3262 TNS', 'PHI1002', 'BIO3504 TNS', 'HIS1001']"
20003623,"['POL1001 12', 'BIO2400E 1CLCCNS', 'BIO3356 1CLCCNS', 'CHE1057 5CLCCNS', 'BIO3803E 1CLCCNS', 'BIO3182 1CLCCNS']","['BIO3803E CLCCNS', 'POL1001', 'BIO3356 CLCCNS', 'BIO3182 CLCCNS', 'CHE1057 CLCCNS', 'BIO2400E CLCCNS']"
20003628,"['CHE3300 4CLCHD', 'CHE1075E 2CLCHD', 'CHE3302 2CLCHD', 'CHE2114E 1CLCHD', 'PHI1002 2']","['CHE1075E CLCHD', 'CHE3302 CLCHD', 'CHE2114E CLCHD', 'PHI1002', 'CHE3300 CLCHD']"
20003631,"['EVS2109', 'PHI1002 5', 'EVS3242 3', 'EVS3455', 'EVS3453']","['EVS2109', 'EVS3455', 'PHI1002', 'EVS3453', 'EVS3242']"
20003641,"['GEO3119', 'MAT1101 14', 'PHI1002 5', 'POL1001 10']","['GEO3119', 'POL1001', 'MAT1101', 'PHI1002']"
20003656,"['BIO2203 2', 'BIO2206 2', 'POL1001 6', 'BIO2204 4']","['BIO2204', 'BIO2203', 'POL1001', 'BIO2206']"
20003659,"['POL1001 1', 'CHE3300 4CLCHD', 'BIO3405E QTS', 'BIO3403E QTS', 'CHE1075E 2CLCHD', 'CHE2114E 2CLCHD', 'MAT3507', 'BIO3401E QTS', 'CHE3302 2CLCHD', 'PHI1002 6', 'MAT2314', 'CHE1057 7QTS', 'BIO3258E QTS', 'MAT2406', 'HIS1001 11', 'CHE1057 3']","['BIO3405E QTS', 'CHE1075E CLCHD', 'BIO3403E QTS', 'CHE3302 CLCHD', 'CHE1057 QTS', 'POL1001', 'MAT3507', 'BIO3401E QTS', 'CHE2114E CLCHD', 'MAT2314', 'HIS1001', 'PHI1002', 'BIO3258E QTS', 'CHE3300 CLCHD', 'MAT2406', 'CHE1057']"
20003666,"['BIO3190', 'EVF2007 1', 'BIO3191', 'BIO2202 6', 'EVF2032', 'EVS4071 2']","['BIO3190', 'BIO3191', 'EVF2032', 'EVF2007', 'EVS4071', 'BIO2202']"
20003667,"['MAT2406', 'PHY2304 1', 'HIS1001 7', 'MAT3507', 'HIS1001 10', 'MAT3365', 'PHY3163', 'MAT2314', 'PHY2302 7']","['PHY2302', 'MAT3507', 'MAT3365', 'PHY3163', 'MAT2314', 'PHY2304', 'MAT2406', 'HIS1001']"
20003669,"['MAT2403 1', 'MAT3500 1', 'MAT3539 1', 'HIS1001 9', 'POL1001 9', 'MAT3506', 'PHI1002 1']","['MAT3539', 'POL1001', 'PHI1002', 'MAT2403', 'MAT3500', 'MAT3506', 'HIS1001']"
20003671,"['CHE3300 3CLCHD', 'CHE1075E 1CLCHD', 'POL1001 9', 'CHE2114E 1CLCHD', 'CHE3302 1CLCHD', 'PHI1002 2']","['CHE1075E CLCHD', 'CHE3302 CLCHD', 'POL1001', 'CHE2114E CLCHD', 'PHI1002', 'CHE3300 CLCHD']"
20003673,"['PHY1103 12', 'PHY1100 9', 'HIS1001 9', 'BIO2203 7']","['BIO2203', 'HIS1001', 'PHY1103', 'PHY1100']"
20003682,"['BIO3190', 'EVF2007 1', 'BIO3191', 'EVF2032', 'EVS4071 2']","['BIO3190', 'BIO3191', 'EVF2032', 'EVF2007', 'EVS4071']"
20003691,"['HIS1001 1', 'CHE3300 3CLCHD', 'POL1001 9', 'CHE1075E 1CLCHD', 'CHE2114E 1CLCHD', 'CHE3302 1CLCHD', 'PHI1002 2']","['CHE1075E CLCHD', 'CHE3302 CLCHD', 'POL1001', 'CHE2114E CLCHD', 'PHI1002', 'CHE3300 CLCHD', 'HIS1001']"
20003697,"['PHY3163', 'PHY3609 2', 'PHY3608', 'PHY2304 1']","['PHY3163', 'PHY3609', 'PHY2304', 'PHY3608']"
20003700,"['CHE1080 3', 'GEO3263', 'GEO2319', 'HIS1001 10', 'GEO3305', 'MAT1101 9', 'GEO3304']","['MAT1101', 'GEO3263', 'GEO2319', 'GEO3305', 'CHE1080', 'GEO3304', 'HIS1001']"
20003703,"['PHY3301 2', 'HIS1001 2', 'GEO1050 2', 'PHY2304 3', 'PHY3163']","['GEO1050', 'PHY3163', 'PHY2304', 'PHY3301', 'HIS1001']"
20003716,"['MAT3379', 'MAT2403 1', 'MAT3514 2']","['MAT3379', 'MAT3514', 'MAT2403']"
20003717,"['CHE3300 3CLCHD', 'POL1001 10', 'CHE3302 1CLCHD', 'CHE1075E 1CLCHD', 'PHY2306', 'CHE2114E 1CLCHD', 'CHE1080 2', 'PHY2304 4', 'PHI1002 4']","['CHE1075E CLCHD', 'CHE3302 CLCHD', 'POL1001', 'CHE2114E CLCHD', 'PHY2306', 'PHY2304', 'PHI1002', 'CHE3300 CLCHD', 'CHE1080']"
20003718,"['PHY3605E QTL', 'PHI1002 11', 'MAT2403 2', 'PHY2304E QTL', 'PHY1100 8', 'PHY3163 2QTL', 'MAT3514 1', 'HIS1001 1', 'MAT3506', 'PHY2004 2QTL']","['PHY3605E QTL', 'PHY1100', 'PHY2304E QTL', 'PHY3163 QTL', 'PHY2004 QTL', 'PHI1002', 'MAT2403', 'MAT3514', 'MAT3506', 'HIS1001']"
20003720,"['MAT2403 4CLCMTKHTT', 'MAT3517E 1CLCMTKHTT', 'PHY1103 1', 'MAT3551E 1CLCMTKHTT']","['MAT3517E CLCMTKHTT', 'MAT3551E CLCMTKHTT', 'MAT2403 CLCMTKHTT', 'PHY1103']"
20003729,"['HIS1001 7', 'PHY2206 3', 'PHY3302', 'PHY2304 5', 'PHY2310']","['PHY2206', 'PHY3302', 'PHY2304', 'PHY2310', 'HIS1001']"
20003731,"['HIS1001 1', 'BIO2204 3', 'BIO2045 2', 'BIO2203 2']","['BIO2045', 'BIO2204', 'BIO2203', 'HIS1001']"
20003736,"['POL1001 3', 'BIO2204 4', 'MAT1192 4', 'CHE1081 10', 'BIO2045 2', 'BIO2203 3', 'PHI1002 2']","['BIO2204', 'MAT1192', 'BIO2045', 'POL1001', 'CHE1081', 'BIO2203', 'PHI1002']"
20003742,"['BIO3190', 'EVF2007 1', 'BIO3191', 'EVS4071 3', 'EVF2032', 'POL1001 5', 'HIS1001 11']","['BIO3190', 'BIO3191', 'POL1001', 'EVF2032', 'EVF2007', 'EVS4071', 'HIS1001']"
20003743,"['HIS1001 7', 'PHY2304 3', 'PHY3314']","['PHY2304', 'PHY3314', 'HIS1001']"
20003746,"['MAT2403 4CLCMTKHTT', 'MAT3517E 2CLCMTKHTT', 'MAT3551E 2CLCMTKHTT', 'MAT3500 3CLCMTKHTT', 'HIS1001 8']","['MAT3551E CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3517E CLCMTKHTT', 'MAT2403 CLCMTKHTT', 'HIS1001']"
20003755,"['GLO2099 1', 'EVS2302 3', 'PHI1002 9', 'GEO2059 2', 'HIS1056 4']","['HIS1056', 'GEO2059', 'EVS2302', 'GLO2099', 'PHI1002']"
20003756,"['MAT1192 1', 'BIO3258 2', 'PHY1103 12', 'BIO2203 6', 'POL1001 6']","['MAT1192', 'POL1001', 'BIO3258', 'BIO2203', 'PHY1103']"
20003770,"['MAT3506', 'MAT2403 2', 'MAT3514 1', 'MAT2407 2']","['MAT2407', 'MAT3506', 'MAT3514', 'MAT2403']"
20003775,"['MAT3340 TNT', 'HIS1056 3', 'MAT3344 3TNT', 'HIS1001 9', 'MAT3300 3TNT', 'GEO1050 3', 'MAT2314 2TNT', 'MAT2407 3TNT']","['MAT3340 TNT', 'HIS1056', 'MAT2407 TNT', 'GEO1050', 'MAT2314 TNT', 'MAT3300 TNT', 'MAT3344 TNT', 'HIS1001']"
20003780,"['POL1001 3', 'PHY2304 2', 'PHY2004', 'CHE1080 5', 'PHY3163', 'PHI1002 2']","['PHY2004', 'POL1001', 'PHY3163', 'PHY2304', 'PHI1002', 'CHE1080']"
20003782,"['PHY1100 8', 'POL1001 7', 'BIO2203 3', 'BIO2204 4']","['BIO2204', 'BIO2203', 'POL1001', 'PHY1100']"
20003785,"['PHI1002 3', 'MAT1101 1', 'MAT1259 TNS', 'BIO3504 2TNS', 'BIO3262 1TNS', 'BIO3373 2TNS']","['MAT1101', 'BIO3373 TNS', 'MAT1259 TNS', 'BIO3262 TNS', 'PHI1002', 'BIO3504 TNS']"
20003791,"['BIO3373 1TNS', 'MAT1101 5', 'BIO3262 2TNS', 'MAT1259 TNS', 'BIO3504 1TNS']","['MAT1101', 'BIO3373 TNS', 'MAT1259 TNS', 'BIO3262 TNS', 'BIO3504 TNS']"
20003794,"['MAT3507', 'MAT3365', 'POL1001 2', 'MAT2314', 'MAT2406']","['POL1001', 'MAT3507', 'MAT3365', 'MAT2314', 'MAT2406']"
20003798,"['PHY2004', 'PHY2304 1', 'HIS1001 10', 'PHY3163', 'POL1001 5']","['PHY2004', 'POL1001', 'PHY3163', 'PHY2304', 'HIS1001']"
20003801,"['GEO3263', 'GEO3266', 'POL1001 8', 'GEO3305', 'MAT1101 13', 'GEO3304', 'GEO2300 3', 'PHI1002 4']","['MAT1101', 'GEO3263', 'GEO2300', 'POL1001', 'GEO3266', 'PHI1002', 'GEO3305', 'GEO3304']"
20003804,"['MAT3379', 'HIS1001 2', 'MAT2403 1', 'PHY1103 6', 'POL1001 11']","['MAT3379', 'POL1001', 'MAT2403', 'PHY1103', 'HIS1001']"
20003806,"['CHE1084', 'POL1001 4', 'CHE3300 2', 'CHE1090', 'CHE1079']","['CHE1084', 'POL1001', 'CHE3300', 'CHE1090', 'CHE1079']"
20003818,"['PHY3163', 'POL1001 5', 'PHY2004', 'PHY2304 1']","['PHY3163', 'POL1001', 'PHY2304', 'PHY2004']"
20003824,"['HIS1001 7', 'GEO3403', 'PHI1002 2', 'GEO3400']","['PHI1002', 'GEO3400', 'GEO3403', 'HIS1001']"
20003832,"['EVS4071 3', 'HIS1001 1', 'EVS3250 1', 'EVS3241']","['EVS3250', 'EVS3241', 'EVS4071', 'HIS1001']"
20003842,"['MAT3514 2', 'MAT3373', 'PHY1100 2', 'MAT3452 1', 'MAT2403 3']","['MAT3373', 'PHY1100', 'MAT3452', 'MAT3514', 'MAT2403']"
20003857,"['PHY3605E QTL', 'PHY3624 1', 'PHY2304 6', 'PHY2304E QTL', 'PHY2502 1', 'PHY3609 1', 'PHY3163 2QTL', 'MAT2318 2', 'PHY2004 2QTL']","['PHY2502', 'PHY3605E QTL', 'PHY3624', 'PHY2304E QTL', 'MAT2318', 'PHY2004 QTL', 'PHY2304', 'PHY3609', 'PHY3163 QTL']"
20003863,"['MAT2310', 'MAT2308', 'MAT3300 1', 'MAT3344 2', 'MAT3305', 'HIS1001 8', 'PHI1002 4']","['MAT2310', 'MAT2308', 'MAT3305', 'PHI1002', 'MAT3300', 'MAT3344', 'HIS1001']"
20003871,"['CHE1048', 'PHI1002 3', 'CHE1075', 'CHE2021', 'CHE2018', 'CHE1079']","['CHE1048', 'CHE1075', 'CHE2021', 'PHI1002', 'CHE2018', 'CHE1079']"
20003874,"['EVS3250 1', 'EVS3241', 'POL1001 7', 'EVS4071 1', 'EVS2301 1', 'PHI1002 4']","['POL1001', 'EVS2301', 'EVS3241', 'PHI1002', 'EVS3250', 'EVS4071']"
20003876,"['BIO3190', 'EVS4071 6', 'EVF2007 1', 'BIO3191', 'EVF2032', 'POL1001 5']","['BIO3190', 'BIO3191', 'POL1001', 'EVF2032', 'EVF2007', 'EVS4071']"
20003880,"['MAT3379', 'MAT2403 1', 'HIS1056 6', 'PHI1002 11', 'MAT3514 1', 'PHY1103 10']","['HIS1056', 'MAT3379', 'PHI1002', 'MAT2403', 'MAT3514', 'PHY1103']"
20003882,"['PHY3605E QTL', 'PHY3163 2QTL', 'PHY2304E QTL', 'PHY2004 2QTL']","['PHY2004 QTL', 'PHY3605E QTL', 'PHY2304E QTL', 'PHY3163 QTL']"
20003889,"['PHY1108 3', 'PHY2500 1', 'HIS1001 6']","['PHY1108', 'PHY2500', 'HIS1001']"
20003892,"['PHY3605E QTL', 'PHY3163 2QTL', 'PHY2304E QTL', 'PHY2004 2QTL']","['PHY2004 QTL', 'PHY3605E QTL', 'PHY2304E QTL', 'PHY3163 QTL']"
20003895,"['EVS2109', 'EVS3242 2', 'EVS3455', 'EVS3453', 'EVS3232']","['EVS2109', 'EVS3455', 'EVS3453', 'EVS3232', 'EVS3242']"
20003897,"['CHE2110E TTH', 'PHY1161 2TTH', 'CHE2118E TTH']","['PHY1161 TTH', 'CHE2110E TTH', 'CHE2118E TTH']"
20003904,"['MAT1101 1', 'BIO2204 2', 'POL1001 4', 'BIO2203 3']","['BIO2204', 'BIO2203', 'POL1001', 'MAT1101']"
20003909,"['BIO2203 5', 'HIS1001 12', 'BIO3258 3', 'CHE1081 2', 'POL1001 5', 'MAT1101 9', 'PHY1100 14']","['MAT1101', 'PHY1100', 'POL1001', 'BIO3258', 'CHE1081', 'BIO2203', 'HIS1001']"
20003911,"['PHI1002 5', 'CHE1091 1', 'MAT1101 3', 'CHE1052', 'CHE2114', 'HIS1001 11']","['MAT1101', 'CHE1052', 'PHI1002', 'CHE1091', 'CHE2114', 'HIS1001']"
20003918,"['BIO2127 2CLCCNS', 'BIO3803E 3CLCCNS', 'BIO3356 2CLCCNS', 'CHE1057 5CLCCNS', 'POL1001 11', 'BIO2400E 3CLCCNS', 'HIS1001 5', 'BIO3182 3CLCCNS']","['BIO2127 CLCCNS', 'BIO3803E CLCCNS', 'POL1001', 'BIO3356 CLCCNS', 'BIO3182 CLCCNS', 'CHE1057 CLCCNS', 'BIO2400E CLCCNS', 'HIS1001']"
20003921,"['PHY3624 1', 'PHY2502 2', 'HIS1001 10', 'PHY3302', 'PHY3609 2', 'PHY2304 7']","['PHY2502', 'PHY3624', 'PHY3302', 'PHY2304', 'PHY3609', 'HIS1001']"
