MSV,classCode,subjectCode
19003403,"['MAT2411E 1CLCMTKHTT', 'MAT3562E 1CLCMTKHTT', 'MAT3373E 1CLCMTKHTT', 'MAT3533 2CLCMTKHTT', 'POL1001 5']","['MAT3562E CLCMTKHTT', 'MAT3373E CLCMTKHTT', 'MAT3533 CLCMTKHTT', 'POL1001', 'MAT2411E CLCMTKHTT']"
19003412,"['CHE3045', 'GEO1050 6', 'CHE1075', 'CHE3253', 'CHE3254', 'CHE1079']","['CHE3045', 'GEO1050', 'CHE1075', 'CHE3253', 'CHE3254', 'CHE1079']"
19003415,"['MAT3373E 2CLCMTKHTT', 'MAT2411E 2CLCMTKHTT', 'HIS1001 6', 'MAT3500 3CLCMTKHTT']","['MAT3500 CLCMTKHTT', 'MAT3373E CLCMTKHTT', 'MAT2411E CLCMTKHTT', 'HIS1001']"
19003418,"['CHE3045', 'CHE1075', 'CHE2021', 'CHE3253', 'CHE3254']","['CHE3045', 'CHE1075', 'CHE2021', 'CHE3253', 'CHE3254']"
19003423,"['MAT3525', 'MAT3533', 'MAT3452 2']","['MAT3452', 'MAT3525', 'MAT3533']"
19003433,"['BIO2089 TNS', 'BIO3701 TNS', 'BIO3377 TNS', 'BIO2504 TNS', 'BIO3257 TNS']","['BIO2089 TNS', 'BIO3701 TNS', 'BIO3377 TNS', 'BIO2504 TNS', 'BIO3257 TNS']"
19003441,"['CHE1079', 'CHE1084']","['CHE1079', 'CHE1084']"
19003453,"['CHE3283 1CLCHD', 'CHE1067 1CLCHD', 'CHE2030E 1CLCHD']","['CHE1067 CLCHD', 'CHE3283 CLCHD', 'CHE2030E CLCHD']"
19003462,"['CHE1052 2CLCCNH', 'CHE3253 2CLCCNH', 'CHE1048 2CLCCNH', 'CHE3254 2CLCCNH', 'CHE3045E CLCCNH']","['CHE1048 CLCCNH', 'CHE1052 CLCCNH', 'CHE3253 CLCCNH', 'CHE3045E CLCCNH', 'CHE3254 CLCCNH']"
19003468,"['CHE3283 1CLCHD', 'CHE2030E 1CLCHD']","['CHE3283 CLCHD', 'CHE2030E CLCHD']"
19003507,"['BIO3303 3', 'POL1001 3', 'BIO2088 1', 'HIS1001 4', 'BIO3302 3', 'PHI1002 9', 'BIO2220 2', 'BIO3304 1']","['BIO3302', 'BIO2088', 'POL1001', 'BIO3303', 'PHI1002', 'BIO3304', 'BIO2220', 'HIS1001']"
19003510,"['CHE1075', 'CHE1084']","['CHE1075', 'CHE1084']"
19003516,"['BIO2088 2', 'BIO2220 4', 'BIO3304 2', 'BIO2201 1', 'BIO3302 2', 'BIO3303 2']","['BIO3302', 'BIO2088', 'BIO3303', 'BIO3304', 'BIO2201', 'BIO2220']"
19003517,"['MAT2306 2', 'MAT2407 1', 'MAT2311', 'MAT3347 1', 'MAT3306']","['MAT2306', 'MAT2407', 'MAT2311', 'MAT3347', 'MAT3306']"
19003521,"['MAT3300 1', 'MAT2306 2', 'MAT2407 1', 'MAT3305', 'MAT3347 1', 'MAT2311', 'MAT3306']","['MAT2306', 'MAT3305', 'MAT2407', 'MAT2311', 'MAT3347', 'MAT3300', 'MAT3306']"
19003529,"['BIO2127 2CLCCNS', 'BIO2516 5CLCCNS', 'BIO3302E 5CLCCNS', 'BIO2800 5CLCCNS', 'BIO3802E 2CLCCNS', 'BIO2215E 5CLCCNS']","['BIO3302E CLCCNS', 'BIO3802E CLCCNS', 'BIO2215E CLCCNS', 'BIO2800 CLCCNS', 'BIO2516 CLCCNS', 'BIO2127 CLCCNS']"
